VENDOR NAME,EXPENSE CATEGORY,PAYMENT AMOUNT,PAYMENT DATE
"108 NORTH STATE ST. (CHICAGO) OWNER,LLC",FACILITY RENTAL,31900.00,11/18/2021
TKOS II LLC,GENERAL EXPENSES,3780.12,5/20/2021
"*VEI SOLUTIONS, INC.",MAINTENANCE & REPAIRS,15454.10,11/3/2021
CHICAGO TRAUMA & CRITICAL CARE SURGEONS,ADMINISTRATION & HR,750.00,2/25/2021
XEROX CORPORATION /XEROX CTR,MAINTENANCE & REPAIRS,1193.77,2/24/2021
JACKSON LEWIS PC,LEGAL COSTS,1568.00,5/3/2021
ILLINOIS SECRETARY OF STATE,GENERAL EXPENSES,50.00,1/21/2021
ROSEMONT PUBLIC WORKS,UTILITIES EXPENSE,147.65,5/20/2021
NORTHERN ILLINOIS GAS,UTILITIES EXPENSE,2573.38,11/18/2021
"MIDWAY OVERHEAD DOOR, INC.",MAINTENANCE & REPAIRS,6348.00,4/5/2021
CITY OF HOMETOWN,GENERAL EXPENSES,100.00,2/4/2021
BRIDGES COURT REPORTING,LEGAL COSTS,370.50,6/24/2021
Chicago Minority Supplier Development Council,GENERAL EXPENSES,2500.00,11/18/2021
"ICE MILLER, LLP",LEGAL COSTS,2500.00,9/9/2021
GREAT LEARNING EDUCATION PTE,TRAVEL & MEETING EXPENSE,2500.00,3/25/2021
SERVICE SANITATION INC,MAINTENANCE & REPAIRS,8343.00,3/24/2021
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,238357.09,1/27/2021
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,65955.66,6/9/2021
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,28006.00,11/1/2021
"WISCO, INC.",DIRECT PURCHASES,370.32,7/20/2021
GENUINE PARTS COMPANY (NAPA),TECHNOLOGY SERVICES,153692.50,8/11/2021
CUMMINS INC.,MAINTENANCE & REPAIRS,427.56,8/11/2021
COMPUTER AID INC,TECHNOLOGY SERVICES,30280.32,9/8/2021
LORCHEM TECHNOLOGIES INC,MAINTENANCE & REPAIRS,249.26,3/17/2021
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,14135.00,9/15/2021
"MIDWAY OVERHEAD DOOR, INC.",MAINTENANCE & REPAIRS,8520.00,11/26/2021
*J.P. SIMONS & COMPANY,DIRECT PURCHASES,1639.00,7/22/2021
"SILLIKER, INC.",MAINTENANCE & REPAIRS,540.08,6/24/2021
PNC BANK,ADVERTISING & PROMOTION,498.29,12/17/2021
"INSPE ASSOCIATES,LTD.",ADMINISTRATION & HR,7830.00,3/11/2021
GENUINE PARTS COMPANY (NAPA),MAINTENANCE & REPAIRS,1772.75,3/29/2021
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,3937.60,3/1/2021
GENUINE PARTS COMPANY (NAPA),MAINTENANCE & REPAIRS,9237.14,9/8/2021
COMPUTER AID INC,TECHNOLOGY SERVICES,19360.00,6/21/2021
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,7360.00,6/30/2021
CLERK OF COURT,LEGAL COSTS,9.00,4/22/2021
CITY OF CHICAGO-DEPT OF WATER,UTILITIES EXPENSE,67895.43,9/22/2021
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,1269.10,2/1/2021
SHERIFF OF KENDALL COUNTY,LEGAL COSTS,84.00,10/21/2021
COMPUTER AID INC,TECHNOLOGY SERVICES,28117.44,7/21/2021
*AQUAS INCORPORATED,CONTRACTUAL SERVICES,73600.00,11/1/2021
CUMMINS INC.,MAINTENANCE & REPAIRS,213.78,11/11/2021
PEOPLES GAS,UTILITIES EXPENSE,20206.33,9/1/2021
LOWIS & GELLEN LLP,LEGAL COSTS,1268.50,5/6/2021
LORCHEM TECHNOLOGIES INC,MAINTENANCE & REPAIRS,401.88,3/24/2021
GRE-GOCO ORRINGTON OWNER LLC,EQUIPMENT RENTAL,1039.68,6/10/2021
CDW GOVERNMENT LLC,TECHNOLOGY SERVICES,3839.52,3/22/2021
CITY OF CHICAGO-DEPT OF WATER,UTILITIES EXPENSE,361081.43,6/17/2021
LESTER & ROSALIE ANIXTER CENTER,GENERAL EXPENSES,444.00,12/23/2021
*HIGHWAY SAFETY CORPORATON,MAINTENANCE & REPAIRS,2217.00,4/28/2021
JOHNSON CONTROLS FIRE PROTECTION LP,MAINTENANCE & REPAIRS,25.00,7/12/2021
HOLLAND & KNIGHT LLP,LEGAL COSTS,30532.50,1/28/2021
COMMONWEALTH EDISON.,UTILITIES EXPENSE,235880.10,11/22/2021
COBRA CONCRETE CUTTING SERVICES CO,MAINTENANCE & REPAIRS,650.00,3/11/2021
"CHICAGO CHINESE TIMES - U.S.A. PRINTING, INC.",ADVERTISING & PROMOTION,500.00,12/23/2021
"WAREHOUSE DIRECT, INC.",MAINTENANCE & REPAIRS,67.13,7/15/2021
"*VEI SOLUTIONS, INC.",MAINTENANCE & REPAIRS,4130.85,12/15/2021
US BANK,FINANCIAL & TREAS SVCS,10000.00,4/22/2021
PACE SUBURBAN BUS SERVICE,DIRECT PURCHASES,438.00,11/4/2021
VTECH SOLUTION INC,CONSULTING,5011.20,10/28/2021
SHRM CORPORATION,TRAVEL & MEETING EXPENSE,219.00,10/12/2021
ANCEL GLINK P.C.,LEGAL COSTS,4622.85,10/21/2021
"HIRERIGHT SOLUTIONS, INC.",ADMINISTRATION & HR,4294.00,11/12/2021
ANCEL GLINK P.C.,LEGAL COSTS,4605.00,4/15/2021
"INSPE ASSOCIATES,LTD.",ADMINISTRATION & HR,2700.00,2/25/2021
"STANTON MECHANICAL, INC.",MAINTENANCE & REPAIRS,17080.00,5/17/2021
"CARD IMAGING, INC.",GENERAL EXPENSES,95.00,1/11/2021
"STANTON MECHANICAL, INC.",MAINTENANCE & REPAIRS,88915.50,5/31/2021
LESTER & ROSALIE ANIXTER CENTER,GENERAL EXPENSES,592.00,1/28/2021
"INTERSTATE POWER SYSTEMS, INC.",MAINTENANCE & REPAIRS,1699.63,2/10/2021
Konecranes,MAINTENANCE & REPAIRS,3488.55,11/26/2021
"VULCAN CONSTRUCTION MATERIALS, LLC",DIRECT PURCHASES,12578.44,7/14/2021
HAPPY HANDS CLEANING SERVICE LLC,MAINTENANCE & REPAIRS,1666.67,9/29/2021
TOMPKINS PRINTING EQUIPMENT CO.,MAINTENANCE & REPAIRS,1707.98,7/7/2021
"SVANACO, INC.",TECHNOLOGY SERVICES,27975.00,2/1/2021
AURIGA CORPORATION,GENERAL EXPENSES,11000.00,10/14/2021
ILLINOIS SECRETARY OF STATE,GENERAL EXPENSES,50.00,8/26/2021
"ORACLE AMERICA, INC.",MAINTENANCE & REPAIRS,523690.90,6/30/2021
"JONES LANG LaSALLE, INCORPORATED",CONSULTING,6560.95,3/8/2021
ANCEL GLINK P.C.,LEGAL COSTS,14010.80,9/2/2021
GRE-GOCO ORRINGTON OWNER LLC,EQUIPMENT RENTAL,1215.88,2/4/2021
FOX VALLEY FIRE & SAFETY COMPANY,MAINTENANCE & REPAIRS,495.00,4/28/2021
"AUTOMATIC FIRE CONTROLS, INC.",MAINTENANCE & REPAIRS,420.00,7/21/2021
TERESA BOYLE ROGERS CONSULTING,CONSULTING,2827.62,11/22/2021
DEREK BOELDT,EXEMPT LABOR,8000.20,3/11/2021
"AT&T MOBILITY NATIONAL ACCOUNTS, LLC",UTILITIES EXPENSE,131502.51,10/7/2021
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,134718.32,12/29/2021
"THE MCS GROUP, INC.",ADMINISTRATION & HR,3423.34,6/3/2021
"OER SERVICES, LLC",EQUIPMENT RENTAL,16869.00,9/1/2021
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,76720.66,10/27/2021
"WISCO, INC.",DIRECT PURCHASES,1472.72,12/30/2021
*J.P. SIMONS & COMPANY,DIRECT PURCHASES,4820.41,2/18/2021
KONE SPARES,DIRECT PURCHASES,1053.15,6/14/2021
JOHNSON PIPE & SUPPLY CO.,DIRECT PURCHASES,10860.46,4/7/2021
*J.P. SIMONS & COMPANY,DIRECT PURCHASES,1717.72,8/5/2021
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,17244.00,10/19/2021
"T-MOBILE USA, INC.",UTILITIES EXPENSE,39975.67,6/30/2021
"*ANCHOR STAFFING, INC.",GENERAL EXPENSES,1110.55,10/11/2021
CINTAS CORPORATION,CONTRACTUAL SERVICES,37516.64,11/22/2021
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,6989.50,5/10/2021
TRADEBE TREATMENT & RECYCLING LLC,MAINTENANCE & REPAIRS,203.50,8/5/2021
EXHIBIT 5,LEGAL COSTS,353.50,9/23/2021
FOX VALLEY FIRE & SAFETY COMPANY,MAINTENANCE & REPAIRS,1517.50,8/16/2021
"MOBILE MINI, INC",EQUIPMENT RENTAL,1485.00,1/21/2021
SOCIETY OF AMERICAN ARCHIVISTS,GENERAL EXPENSES,250.00,12/16/2021
VTECH SOLUTION INC,TECHNOLOGY SERVICES,14775.66,10/7/2021
EXHIBIT 5,LEGAL COSTS,331.65,8/19/2021
"AMAZON WEB SERVICES, INC.",CONTRACTUAL SERVICES,1562.88,9/1/2021
"OCCUPATIONAL HEALTH CENTERS OF THE SOUTHWEST, PA. d/b/a CONCENTRA MEDICAL CENTERS",ADMINISTRATION & HR,36502.00,1/11/2021
"ORACLE AMERICA, INC.",MAINTENANCE & REPAIRS,73416.00,10/11/2021
"MIDWEST ORTHOPAEDICS AT RUSH, LLC",ADMINISTRATION & HR,750.00,5/13/2021
"*ANCHOR STAFFING, INC.",TECHNOLOGY SERVICES,4052.16,3/8/2021
AMERICAN TOWERS LLC,EQUIPMENT RENTAL,4493.18,2/4/2021
"MOBILE MINI, INC",EQUIPMENT RENTAL,990.00,7/8/2021
CITY OF CHICAGO DEPT.OF REVENUE-RED LIGHT,GENERAL EXPENSES,300.00,1/21/2021
"*VEI SOLUTIONS, INC.",MAINTENANCE & REPAIRS,2478.09,2/17/2021
CLAREMONT LLC,ADMINISTRATION & HR,2398.00,2/25/2021
"ALERE TOXICOLOGY SERVICES, INC.",ADMINISTRATION & HR,30468.55,8/12/2021
"PROTANIC, INC.",MAINTENANCE & REPAIRS,13158.87,11/15/2021
VILLAGE OF OAK PARK UTILITIES,UTILITIES EXPENSE,16242.00,6/3/2021
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,929.40,6/16/2021
MP2 ENERGY NE LLC,UTILITIES EXPENSE,154897.40,9/29/2021
EVANSTON POLICE DEPARTMENT/CITY OF EVANSTON,LEGAL COSTS,10.00,6/24/2021
*M. WELLS PRINTING COMPANY,GENERAL EXPENSES,2098.00,9/29/2021
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,62617.22,7/21/2021
JOHNSON PIPE & SUPPLY CO.,DIRECT PURCHASES,4230.68,9/29/2021
GENUINE PARTS COMPANY (NAPA),MAINTENANCE & REPAIRS,113.97,4/28/2021
JOHNSON CONTROLS FIRE PROTECTION LP,MAINTENANCE & REPAIRS,30.00,8/16/2021
CENTER OF BRAIN AND SPINE SURGERY,ADMINISTRATION & HR,12200.00,9/23/2021
EXHIBIT 5,LEGAL COSTS,74.25,6/10/2021
G & O THERMAL SUPPLY COMPANY,DIRECT PURCHASES,1752.50,3/31/2021
"MCCORKLE LITIGATION SERVICES, INC",GENERAL EXPENSES,393.30,8/16/2021
"*FIRECO, INC.",MAINTENANCE & REPAIRS,15795.00,7/29/2021
TAFT STETTINIUS & HOLLISTER LLP,LEGAL COSTS,13621.50,12/23/2021
ENTERPRISE FLEET SERVICES,EQUIPMENT RENTAL,44234.77,6/30/2021
"THE MCS GROUP, INC.",ADMINISTRATION & HR,115.90,11/26/2021
MINDY CRAMER M.D.,ADMINISTRATION & HR,500.00,8/19/2021
ILLINOIS SECRETARY OF STATE,GENERAL EXPENSES,50.00,7/22/2021
KONE SPARES,DIRECT PURCHASES,9300.00,7/26/2021
"Alstom Signaling Inc., d/b/a Alstom Signaling Operation, LLC.",DIRECT PURCHASES,2271.75,8/11/2021
COGENT Infotech Corporation,CONTRACTUAL SERVICES,1813.50,3/25/2021
PITNEY BOWES GLOBAL MAILING SYSTEMS,MAINTENANCE & REPAIRS,51.00,2/25/2021
CHICAGO FIRE DEPT,LEGAL COSTS,25.00,6/24/2021
AMERICAN CALIBRATION INC.,MAINTENANCE & REPAIRS,3922.00,12/23/2021
MastersLaw,LEGAL COSTS,8673.00,6/16/2021
AMERICAN TOWERS LLC,EQUIPMENT RENTAL,9255.96,10/7/2021
"HERITAGE-CRYSTAL CLEAN, LLC",MAINTENANCE & REPAIRS,6400.00,2/10/2021
G & O THERMAL SUPPLY COMPANY,DIRECT PURCHASES,670.20,6/16/2021
ANDERSON ELEVATOR CO.,MAINTENANCE & REPAIRS,4728.00,5/19/2021
"*ALLPOINTS SECURITY AND DETECTIVE, INC.",PURCHASE OF SECURITY SERVICES,22358.45,7/7/2021
"*ANCHOR STAFFING, INC.",TECHNOLOGY SERVICES,921.92,1/27/2021
SPECTRIO,CONTRACTUAL SERVICES,1558.56,10/21/2021
"*DatamanUSA, LLC",CONSULTING,2280.00,5/13/2021
BRIDGES COURT REPORTING,LEGAL COSTS,526.47,4/15/2021
"LANCESOFT, INC.",CONSULTING,2448.00,5/6/2021
CHICAGO SPORTS MEDICINE INSTITUTE,ADMINISTRATION & HR,750.00,5/20/2021
"MC KENZIE REPAIR, INC.",MAINTENANCE & REPAIRS,2266.00,8/5/2021
"HIRERIGHT SOLUTIONS, INC.",ADMINISTRATION & HR,5847.75,11/4/2021
GENUINE PARTS COMPANY (NAPA),TRAVEL & MEETING EXPENSE,364.00,12/8/2021
"CROWE, LLP",FINANCIAL & TREAS SVCS,16351.00,7/29/2021
"HITACHI RAIL STS USA, INC.",DIRECT PURCHASES,10658.10,11/12/2021
"COMET MESSENGER SERVICE, INC.",GENERAL EXPENSES,148.06,4/8/2021
ILLINOIS SECRETARY OF STATE,GENERAL EXPENSES,50.00,7/22/2021
*MOBILE HEALTH & TESTING SERVICES,ADMINISTRATION & HR,39632.50,5/27/2021
COGENT Infotech Corporation,CONTRACTUAL SERVICES,930.00,2/18/2021
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,7485.00,3/3/2021
STAPLES ADVANTAGE,DIRECT PURCHASES,197.21,6/16/2021
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,4098.40,12/1/2021
*J.P. SIMONS & COMPANY,DIRECT PURCHASES,33935.64,9/16/2021
"EVERBRIDGE, INC.",MAINTENANCE & REPAIRS,71706.50,12/15/2021
RELIABLE FIRE EQUIPMENT CO,MAINTENANCE & REPAIRS,19380.42,11/24/2021
G & O THERMAL SUPPLY COMPANY,DIRECT PURCHASES,783.64,4/21/2021
FOX VALLEY FIRE & SAFETY COMPANY,MAINTENANCE & REPAIRS,28536.25,9/29/2021
"ULTRA-TECH ENTERPRISES, INC.",MAINTENANCE & REPAIRS,1728.97,9/22/2021
XEROX CORPORATION /XEROX CTR,MAINTENANCE & REPAIRS,38733.01,1/27/2021
"PROTANIC, INC.",MAINTENANCE & REPAIRS,28869.72,11/29/2021
MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CONTRACTUAL SERVICES,32374.38,10/7/2021
"*ANCHOR STAFFING, INC.",GENERAL EXPENSES,1776.88,6/16/2021
UNITED PARCEL SERVICE,GENERAL EXPENSES,262.94,4/29/2021
CINTAS CORPORATION,DIRECT PURCHASES,118.66,9/15/2021
"LUMINATOR TECHNOLOGY GROUP, INC.",FINANCIAL & TREAS SVCS,81900.00,8/11/2021
"COMET MESSENGER SERVICE, INC.",CONTRACTUAL SERVICES,630.05,11/4/2021
GENUINE PARTS COMPANY (NAPA),MAINTENANCE & REPAIRS,723.28,10/6/2021
"THE MCS GROUP, INC.",ADMINISTRATION & HR,432.50,10/14/2021
"*VEI SOLUTIONS, INC.",MAINTENANCE & REPAIRS,3975.89,6/23/2021
"INTERSTATE POWER SYSTEMS, INC.",MAINTENANCE & REPAIRS,68918.52,1/13/2021
BROTHERS & THOMPSON P.C.,LEGAL COSTS,2744.00,7/29/2021
"WISCO, INC.",DIRECT PURCHASES,149.53,7/15/2021
POSTAL PARTNERS,GENERAL EXPENSES,791.30,6/24/2021
"JONES LANG LaSALLE, INCORPORATED",MAINTENANCE & REPAIRS,93326.23,2/10/2021
"KATHLENE S HANHARDT, CSR",LEGAL COSTS,316.00,2/25/2021
"ADR SYSTEMS OF AMERICA, LLC",CONTRACTUAL SERVICES,1172.00,6/17/2021
JOHNSON PIPE & SUPPLY CO.,DIRECT PURCHASES,7320.70,11/11/2021
FOREST PARK POLICE DEPT.,PURCHASE OF SECURITY SERVICES,3251.84,12/9/2021
"JONES LANG LaSALLE, INCORPORATED",CONSULTING,7139.03,12/14/2021
"HITACHI RAIL STS USA, INC.",DIRECT PURCHASES,2081.50,6/3/2021
GENUINE PARTS COMPANY (NAPA),ADMINISTRATION & HR,19740.00,10/19/2021
ANDERSON COVERAGE GROUP LLC,LEGAL COSTS,2625.50,10/14/2021
LORCHEM TECHNOLOGIES INC,MAINTENANCE & REPAIRS,7323.89,5/12/2021
*J.P. SIMONS & COMPANY,GENERAL EXPENSES,145.60,2/11/2021
UNIVERSITY OF ILLINOIS (UIC),CONTRACTUAL SERVICES,7250.00,12/16/2021
ANDERSON COVERAGE GROUP LLC,LEGAL COSTS,4543.00,10/28/2021
UTILITY TRANSPORT SERVICE,DIRECT PURCHASES,1385.72,4/15/2021
"JONES ENVIRONMENTAL CONTROL, INC.",MAINTENANCE & REPAIRS,70669.00,10/6/2021
*H and D Landscaping and Tree Removal LLC,CONTRACTUAL SERVICES,984.30,9/8/2021
"LANER, MUCHIN, DOMBROW, BECKER,",LEGAL COSTS,100.00,10/20/2021
JOHNSON PIPE & SUPPLY CO.,DIRECT PURCHASES,1175.34,3/10/2021
AMERICAN TOWERS LLC,EQUIPMENT RENTAL,9121.16,7/8/2021
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,6340.00,9/22/2021
"CLEVER DEVICES, LTD",MAINTENANCE & REPAIRS,422037.65,12/29/2021
SHIRLEY RYAN ABILITY LAB,ADMINISTRATION & HR,750.00,4/29/2021
LESTER & ROSALIE ANIXTER CENTER,GENERAL EXPENSES,962.00,11/26/2021
"MESIROW INSURANCE SERVICES, INC.",CONTRACTUAL SERVICES,108754.00,11/26/2021
"INSPE ASSOCIATES,LTD.",ADMINISTRATION & HR,2550.00,5/6/2021
"JONES LANG LaSALLE, INCORPORATED",MAINTENANCE & REPAIRS,381069.64,9/13/2021
"LUMINATOR TECHNOLOGY GROUP, INC.",MAINTENANCE & REPAIRS,22750.00,2/22/2021
VILLAGE OF OAK PARK UTILITIES,UTILITIES EXPENSE,133.72,12/2/2021
"OER SERVICES, LLC",EQUIPMENT RENTAL,12544.00,3/17/2021
"DELTEK, INC.",GENERAL EXPENSES,2540.00,9/2/2021
"WISCO, INC.",MAINTENANCE & REPAIRS,714.09,3/4/2021
GENUINE PARTS COMPANY (NAPA),MAINTENANCE & REPAIRS,2063.00,6/16/2021
XEROX CORPORATION /XEROX CTR,MAINTENANCE & REPAIRS,160.95,8/19/2021
ILLINOIS SECRETARY OF STATE,GENERAL EXPENSES,50.00,7/22/2021
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,2113.00,8/25/2021
"AMAZON WEB SERVICES, INC.",CONTRACTUAL SERVICES,1526.13,6/30/2021
LEXITAS,LEGAL COSTS,310.28,4/1/2021
MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CONTRACTUAL SERVICES,40162.74,2/25/2021
CITY OF CHICAGO-DEPT OF WATER,UTILITIES EXPENSE,5959.29,10/27/2021
"*ANCHOR STAFFING, INC.",GENERAL EXPENSES,2443.21,7/19/2021
MIDWEST ANESTHESIA AND PAIN SPECIALISTS SC,ADMINISTRATION & HR,800.00,7/20/2021
INVANTAGE ADVISING,ADMINISTRATION & HR,10050.00,9/23/2021
CUMMINS INC.,MAINTENANCE & REPAIRS,458.10,5/24/2021
"HINES INDUSTRIES, INC.",MAINTENANCE & REPAIRS,2542.00,2/11/2021
US BANK,FINANCIAL & TREAS SVCS,2000.00,10/7/2021
COOK COUNTY SHERIFF DEPARTMENT,LEGAL COSTS,80.00,12/2/2021
"PROMPT ELECTRIC, INC.",MAINTENANCE & REPAIRS,2889.40,11/3/2021
"CLEVER DEVICES, LTD",MAINTENANCE & REPAIRS,412912.06,3/17/2021
PNC BANK,MAINTENANCE & REPAIRS,49.02,9/15/2021
XEROX CORPORATION /XEROX CTR,MAINTENANCE & REPAIRS,160.95,9/23/2021
"DATA WEIGHING SYSTEMS, INC.",MAINTENANCE & REPAIRS,340.00,12/14/2021
"PHAMATECH, INC.",ADMINISTRATION & HR,12640.00,9/9/2021
BLAZEN ILLUMINATIONS LLC,CONTRACTUAL SERVICES,500.00,10/20/2021
"*VEI SOLUTIONS, INC.",MAINTENANCE & REPAIRS,1873.22,3/3/2021
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,25107.96,9/27/2021
"SAFETY KLEEN SYSTEMS, INC.",MAINTENANCE & REPAIRS,24641.50,10/19/2021
RDG LLC,MAINTENANCE & REPAIRS,9375.00,2/18/2021
"OCCUPATIONAL HEALTH CENTERS OF THE SOUTHWEST, PA. d/b/a CONCENTRA MEDICAL CENTERS",ADMINISTRATION & HR,62161.00,4/12/2021
"THOMPSON COBURN, LLC",LEGAL COSTS,5280.50,1/25/2021
CINTAS CORPORATION,CONTRACTUAL SERVICES,48203.22,11/26/2021
KONE SPARES,DIRECT PURCHASES,4043.49,6/30/2021
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,11366.24,11/17/2021
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,61467.74,10/19/2021
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,288039.75,5/26/2021
"INDUSTRIAL ENGINE SERVICE, INC.",DIRECT PURCHASES,2175.27,8/25/2021
"GENFARE, A DIVISION OF SPX CORPORATION",DIRECT PURCHASES,707.28,7/12/2021
"*VEI SOLUTIONS, INC.",MAINTENANCE & REPAIRS,2198.44,9/27/2021
"WISCO, INC.",MAINTENANCE & REPAIRS,235.13,2/11/2021
LORCHEM TECHNOLOGIES INC,MAINTENANCE & REPAIRS,3095.23,6/21/2021
TERESA BOYLE ROGERS CONSULTING,CONSULTING,2417.82,3/22/2021
MID-WEST SIGN SUPPLY CO,MAINTENANCE & REPAIRS,628.61,4/28/2021
"AMERICAN BUILDING SERVICES, LLC (M-D BUILDING MATERIALS)",DIRECT PURCHASES,4945.82,1/11/2021
CINTAS CORPORATION,CONTRACTUAL SERVICES,6473.84,5/5/2021
"COMET MESSENGER SERVICE, INC.",GENERAL EXPENSES,70.89,8/19/2021
COMMONWEALTH EDISON.,UTILITIES EXPENSE,248941.92,10/6/2021
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,3170.00,3/29/2021
"*VEI SOLUTIONS, INC.",MAINTENANCE & REPAIRS,9285.71,7/12/2021
CITY OF CHICAGO DEPT.OF REVENUE-RED LIGHT,GENERAL EXPENSES,270.00,5/20/2021
"COLONIAL OIL INDUSTRIES, INC.",DIRECT PURCHASES,122836.97,11/29/2021
EHC CANADA INC. d/b/a EHC GLOBAL,DIRECT PURCHASES,1850.00,7/28/2021
AMERICAN TOWERS LLC,EQUIPMENT RENTAL,9300.96,12/23/2021
"HIRERIGHT SOLUTIONS, INC.",ADMINISTRATION & HR,15276.29,7/12/2021
ABA FUND FOR JUSTICE AND EDUCATION,GENERAL EXPENSES,250.00,7/15/2021
LESTER & ROSALIE ANIXTER CENTER,GENERAL EXPENSES,148.00,9/16/2021
"CROWE, LLP",FINANCIAL & TREAS SVCS,13800.00,9/30/2021
JEANNE CHARLES ESQ,LEGAL COSTS,1600.00,10/28/2021
"BUREAU VERITAS NORTH AMERICA, INC.",DIRECT PURCHASES,2101.70,2/4/2021
PNC BANK,GENERAL EXPENSES,189.00,8/17/2021
"JONES LANG LaSALLE, INCORPORATED",MAINTENANCE & REPAIRS,262278.03,2/22/2021
"*ANCHOR STAFFING, INC.",GENERAL EXPENSES,961.88,12/1/2021
"WAREHOUSE DIRECT, INC.",MAINTENANCE & REPAIRS,19.43,9/16/2021
CINTAS CORPORATION,DIRECT PURCHASES,28.90,2/1/2021
COOK COUNTY SHERIFF DEPARTMENT,LEGAL COSTS,40.00,12/23/2021
"JONES LANG LaSALLE, INCORPORATED",CONSULTING,13121.90,6/21/2021
LORCHEM TECHNOLOGIES INC,MAINTENANCE & REPAIRS,1274.54,5/26/2021
SHIRLEY RYAN ABILITY LAB,ADMINISTRATION & HR,750.00,4/29/2021
IAP CONSTRUCTION INC.,CONTRACTUAL SERVICES,1400.00,6/23/2021
ILLINOIS SECRETARY OF STATE,GENERAL EXPENSES,50.00,7/22/2021
"MCCORKLE LITIGATION SERVICES, INC",GENERAL EXPENSES,600.60,2/10/2021
"ARAMARK UNIFORM SERVICES, INC.",CONTRACTUAL SERVICES,91.61,6/30/2021
"ALERE TOXICOLOGY SERVICES, INC.",ADMINISTRATION & HR,7730.59,12/23/2021
VILLAGE OF FOREST PARK (WATER ACCOUNT),UTILITIES EXPENSE,1735.88,12/9/2021
"OER SERVICES, LLC",EQUIPMENT RENTAL,1104.00,6/14/2021
"MIDWAY OVERHEAD DOOR, INC.",MAINTENANCE & REPAIRS,8636.00,7/21/2021
ILLINOIS SECRETARY OF STATE,GENERAL EXPENSES,50.00,8/19/2021
COMPUTER AID INC,TECHNOLOGY SERVICES,15952.00,1/18/2021
"*BOYE JANITORIAL SERVICE, INC.",MAINTENANCE & REPAIRS,18375.00,1/27/2021
"TRANE U.S., INC.",TECHNOLOGY SERVICES,2334.52,1/28/2021
"*VEI SOLUTIONS, INC.",MAINTENANCE & REPAIRS,1484.48,7/14/2021
"RMS SOLUTIONS, INC.",CONSULTING,3750.00,4/1/2021
ENTERPRISE FLEET SERVICES,EQUIPMENT RENTAL,46833.72,9/29/2021
"WEST PUBLISHING CORPORATION d/b/a THOMSON WEST, WEST GROUP OR WEST",FINANCIAL & TREAS SVCS,8384.94,9/30/2021
"PHAMATECH, INC.",ADMINISTRATION & HR,11200.00,11/4/2021
"JONES LANG LaSALLE, INCORPORATED",MAINTENANCE & REPAIRS,270.00,5/19/2021
"T-MOBILE USA, INC.",UTILITIES EXPENSE,4547.44,5/5/2021
Konecranes,MAINTENANCE & REPAIRS,840.00,9/16/2021
"ARAMARK UNIFORM SERVICES, INC.",CONTRACTUAL SERVICES,91.61,8/18/2021
"KATHLENE S HANHARDT, CSR",LEGAL COSTS,656.00,2/11/2021
LEXIS NEXIS CO.,CONTRACTUAL SERVICES,5708.33,12/30/2021
COZEN O'CONNOR,LEGAL COSTS,177.00,11/4/2021
MAGNA LEGAL SERVICES,LEGAL COSTS,601.40,2/24/2021
"STANTON MECHANICAL, INC.",MAINTENANCE & REPAIRS,4175.00,8/25/2021
LEXITAS,LEGAL COSTS,195.60,7/2/2021
"OCCUPATIONAL HEALTH CENTERS OF THE SOUTHWEST, PA. d/b/a CONCENTRA MEDICAL CENTERS",ADMINISTRATION & HR,121.00,10/20/2021
PETER DRAGASIC MD,ADMINISTRATION & HR,500.00,6/3/2021
