VENDOR NAME,EXPENSE CATEGORY,PAYMENT AMOUNT,PAYMENT DATE
"WAREHOUSE DIRECT, INC.",MAINTENANCE & REPAIRS,107.80,7/18/2019
IAP CONSTRUCTION INC.,MAINTENANCE & REPAIRS,11121.74,8/8/2019
SECRETARY OF STATE,LEGAL COSTS,5.00,10/2/2019
NORTHERN ILLINOIS GAS,UTILITIES EXPENSE,2076.76,10/8/2019
JACKSON LEWIS PC,LEGAL COSTS,3052.00,12/4/2019
"WISCO, INC.",DIRECT PURCHASES,34.10,12/17/2019
"COMCAST OF CHICAGO, IL",EQUIPMENT RENTAL,41.59,2/27/2019
CHICAGO TRIBUNE MEDIA GROUP,ADVERTISING & PROMOTION,520.00,12/10/2019
STATE CAPITOL INFO SERVICE INC,GENERAL EXPENSES,1670.00,1/24/2019
"GOVDELIVERY, LLC D/B/A GRANICUS",ADVERTISING & PROMOTION,77989.12,1/24/2019
THOMAS DEUTSCH M.D.,ADMINISTRATION & HR,800.00,3/27/2019
"STANTON MECHANICAL, INC.",MAINTENANCE & REPAIRS,466.88,5/2/2019
FRED PRYOR SEMINARS/CAREER TRACK D/B/A,TRAVEL & MEETING EXPENSE,99.00,6/18/2019
NICHOLAS CARL FRISCH M.D.,ADMINISTRATION & HR,187.50,6/20/2019
JOHN C FRANCO M.D.,ADMINISTRATION & HR,200.00,7/23/2019
ILLINOIS SECRETARY OF STATE,GENERAL EXPENSES,50.00,8/27/2019
AMERICAN PUBLIC TRANSPORTATION ASSOCIATION,TRAVEL & MEETING EXPENSE,1100.00,9/9/2019
MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CONTRACTUAL SERVICES,14539.67,9/24/2019
MARTIN J SZANTO M.A.,ADMINISTRATION & HR,600.00,10/18/2019
"KOPICO, INC.",DIRECT PURCHASES,5530.00,12/3/2019
MEDIAAGILITY INC,TECHNOLOGY SERVICES,2255.04,12/26/2019
"THE MCS GROUP, INC.",ADMINISTRATION & HR,180.62,12/26/2019
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,6175.00,1/8/2019
"WISCO, INC.",DIRECT PURCHASES,429.00,1/10/2019
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,30630.42,1/24/2019
"ARAMARK UNIFORM SERVICES, INC.",GENERAL EXPENSES,161.28,2/5/2019
"THE MCS GROUP, INC.",ADMINISTRATION & HR,1007.31,2/27/2019
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,374273.56,3/4/2019
GENUINE PARTS COMPANY (NAPA),TRAVEL & MEETING EXPENSE,1419.83,3/22/2019
SAFETY VISION LLC,FINANCIAL & TREAS SVCS,54755.00,6/12/2019
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,35921.07,8/1/2019
SCCE,TRAVEL & MEETING EXPENSE,270.00,4/9/2019
PNC BANK,TRAVEL & MEETING EXPENSE,4258.61,4/15/2019
"*ANCHOR STAFFING, INC.",TECHNOLOGY SERVICES,931.20,5/10/2019
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,4540.00,6/5/2019
"*VEI SOLUTIONS, INC.",MAINTENANCE & REPAIRS,6047.70,7/2/2019
"LANER, MUCHIN, DOMBROW, BECKER,",LEGAL COSTS,4755.08,6/25/2019
LORCHEM TECHNOLOGIES INC,MAINTENANCE & REPAIRS,1981.11,8/2/2019
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,32930.19,8/22/2019
BRIDGES COURT REPORTING,LEGAL COSTS,106.65,8/8/2019
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,15986.20,9/5/2019
COOK COUNTY SHERIFF DEPARTMENT,LEGAL COSTS,60.00,9/3/2019
"MIDWEST TIME RECORDER, INC.",MAINTENANCE & REPAIRS,145.00,9/18/2019
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,987.96,9/18/2019
"DATA TEC SYSTEMS, INC.",CONTRACTUAL SERVICES,1632.00,10/4/2019
ZIONS BANK,GENERAL EXPENSES,198285.62,9/30/2019
CINTAS CORPORATION,CONTRACTUAL SERVICES,29307.56,10/7/2019
*J.P. SIMONS & COMPANY,DIRECT PURCHASES,7737.04,11/8/2019
"ARAMARK UNIFORM SERVICES, INC.",GENERAL EXPENSES,52.80,12/6/2019
AGAE / PRO FENCE JOINT VENTURE,MAINTENANCE & REPAIRS,10557.65,11/20/2019
"JULIAN, BETLEY & ASSOCIATES",LEGAL COSTS,108.50,12/13/2019
METROPOLITAN WATER RECLAMATION.,FACILITY RENTAL,71000.00,12/18/2019
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,715978.19,12/27/2019
*GREAT LAKES METALS CORPORATION,DIRECT PURCHASES,878.40,2/21/2019
"SAFETY KLEEN SYSTEMS, INC.",MAINTENANCE & REPAIRS,5617.14,3/19/2019
"PREMIER STAFFING SOURCE, INC.",GENERAL EXPENSES,12040.55,3/12/2019
"ULTRA-TECH ENTERPRISES, INC.",MAINTENANCE & REPAIRS,604.11,3/22/2019
"WISCO, INC.",MAINTENANCE & REPAIRS,1042.60,3/28/2019
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,3780.00,3/19/2019
"COMET MESSENGER SERVICE, INC.",CONTRACTUAL SERVICES,170.09,4/19/2019
TAB SERVICE COMPANY,CONTRACTUAL SERVICES,560.90,5/1/2019
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,1784.66,6/4/2019
"OER SERVICES, LLC",MAINTENANCE & REPAIRS,2168.00,5/31/2019
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,905.10,8/12/2019
JOHNSON PIPE & SUPPLY CO.,DIRECT PURCHASES,201.32,7/11/2019
MEDIAAGILITY INC,TECHNOLOGY SERVICES,2633.09,8/7/2019
PARK FOREST CHIROPRACTIC LTD,ADMINISTRATION & HR,220.90,9/18/2019
XEROX CORPORATION /XEROX CTR,MAINTENANCE & REPAIRS,30919.20,9/20/2019
APOLLO VIDEO TECHNOLOGY,FINANCIAL & TREAS SVCS,1567.25,11/5/2019
"WISCO, INC.",DIRECT PURCHASES,736.64,11/7/2019
*J.P. SIMONS & COMPANY,DIRECT PURCHASES,61.80,12/31/2019
TOMPKINS PRINTING EQUIPMENT CO.,MAINTENANCE & REPAIRS,948.99,1/22/2019
CINTAS CORPORATION,MAINTENANCE & REPAIRS,2584.85,2/28/2019
JOHNSON PIPE & SUPPLY CO.,DIRECT PURCHASES,580.40,3/27/2019
AMERICAN TOWERS LLC,EQUIPMENT RENTAL,8597.56,3/27/2019
JOHNSON CONTROLS FIRE PROTECTION LP,MAINTENANCE & REPAIRS,259.00,4/11/2019
*SHAMROCK CATERING INC.,GENERAL EXPENSES,917.50,4/26/2019
"WORLD FUEL SERVICES, INC.",DIRECT PURCHASES,16699.07,7/1/2019
PLANET DEPOS LLC,LEGAL COSTS,1112.63,6/18/2019
EVERGREEN PARK RED LIGHT,GENERAL EXPENSES,100.00,7/5/2019
CINTAS CORPORATION,DIRECT PURCHASES,23.12,8/19/2019
"CANON BUSINESS SOLUTIONS, INC.",MAINTENANCE & REPAIRS,9161.69,9/11/2019
"HIRERIGHT SOLUTIONS, INC.",ADMINISTRATION & HR,6525.75,8/30/2019
EVANSTON POLICE DEPARTMENT/CITY OF EVANSTON,PURCHASE OF SECURITY SERVICES,16384.18,9/20/2019
ACCOUNTING PRINCIPALS INC,CONTRACTUAL SERVICES,1058.42,11/15/2019
"HIGH PSI, LTD.",DIRECT PURCHASES,3175.00,5/29/2019
"ZIPCAR, INC.",EQUIPMENT RENTAL,107.65,10/31/2019
GENUINE PARTS COMPANY (NAPA),TRAVEL & MEETING EXPENSE,734.99,10/18/2019
ACCOUNTING PRINCIPALS INC,CONTRACTUAL SERVICES,1059.21,11/8/2019
MHS REPORTING LTD,LEGAL COSTS,180.00,11/14/2019
"H-O-H-WATER TECHNOLOGY, INC.",MAINTENANCE & REPAIRS,5116.80,4/15/2019
SHERATON CENTRE HOTEL -TORONTO,TRAVEL & MEETING EXPENSE,14389.23,4/30/2019
*SULLIVAN REPORTING COMPANY,LEGAL COSTS,540.80,5/7/2019
"RADICOM, INC.",MAINTENANCE & REPAIRS,14750.00,6/3/2019
"RI-DEL MFG, INC",DIRECT PURCHASES,4566.15,8/1/2019
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,3585.00,7/17/2019
WALSH STUDIOS INC,LEGAL COSTS,32.70,10/22/2019
"INTERSTATE POWER SYSTEMS, INC.",MAINTENANCE & REPAIRS,18166.78,11/20/2019
AMERICAN RAILWAY ENGINEERING AND MAINTENANCE OF WAY ASSOCIATION,GENERAL EXPENSES,183.00,2/15/2019
ILLINOIS SECRETARY OF STATE,GENERAL EXPENSES,50.00,3/21/2019
G & O THERMAL SUPPLY COMPANY,DIRECT PURCHASES,254.60,7/3/2019
"*MIDWAY OVERHEAD DOOR, INC.",MAINTENANCE & REPAIRS,16571.00,7/29/2019
"*ANCHOR STAFFING, INC.",TECHNOLOGY SERVICES,1185.11,10/4/2019
PROFESSIONAL DIVERSITY NETWORK,ADVERTISING & PROMOTION,1495.00,10/16/2019
BERWYN POLICE DEPARTMENT,LEGAL COSTS,10.00,4/16/2019
CHARLES ADAMS,LEGAL COSTS,75.00,5/24/2019
CLERK OF THE COURT FOR THE,LEGAL COSTS,23.00,9/24/2019
MICHAEL BEST & FRIEDRICH-CHGO,LEGAL COSTS,3816.00,11/7/2019
"*DIGBY'S DETECTIVE & SECURITY AGENCY, INC.",PURCHASE OF SECURITY SERVICES,49043.44,1/31/2019
ARC IMAGING RESOURCES,MAINTENANCE & REPAIRS,144.00,8/1/2019
DLT SOLUTIONS LLC,TECHNOLOGY SERVICES,24742.50,8/26/2019
ILLINOIS SECRETARY OF STATE,GENERAL EXPENSES,50.00,8/27/2019
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,15378.27,11/6/2019
"WISCO, INC.",DIRECT PURCHASES,12.00,12/31/2019
*J.P. SIMONS & COMPANY,DIRECT PURCHASES,5181.62,1/2/2019
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,2868.00,1/10/2019
CHICAGO METRO CONSTRUCTION D/B/A ARLINGTON GLASS & MIRROR CO.,MAINTENANCE & REPAIRS,9289.78,2/6/2019
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,8289.93,2/1/2019
PNC BANK,TRAVEL & MEETING EXPENSE,3431.81,1/17/2019
EVERGREEN PARK RED LIGHT,GENERAL EXPENSES,100.00,2/19/2019
"WISCO, INC.",MAINTENANCE & REPAIRS,1670.20,2/28/2019
"HIGH PSI, LTD.",MAINTENANCE & REPAIRS,321.18,3/8/2019
LEXIS NEXIS CO.,CONTRACTUAL SERVICES,5458.33,3/28/2019
"WISCO, INC.",MAINTENANCE & REPAIRS,887.64,4/4/2019
CITY OF CHICAGO DEPT.OF REVENUE-RED LIGHT,GENERAL EXPENSES,1500.00,3/27/2019
BANK OF AMERICA,LEGAL COSTS,30.87,3/27/2019
ANNE SIKORA JACKSON M.D.,ADMINISTRATION & HR,200.00,4/2/2019
"WISCO, INC.",DIRECT PURCHASES,23.60,4/10/2019
PNC BANK,TRAVEL & MEETING EXPENSE,2096.30,4/15/2019
"Bos Machine Tool Services, Inc.",MAINTENANCE & REPAIRS,5915.00,4/16/2019
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,7944.86,5/3/2019
REVERE ELECTRIC SUPPLY COMPANY,MAINTENANCE & REPAIRS,423.59,4/30/2019
"TEXTMARKS, INC.",CONTRACTUAL SERVICES,19429.49,5/16/2019
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,106911.21,5/17/2019
JOHNSON PIPE & SUPPLY CO.,DIRECT PURCHASES,590.76,5/9/2019
CINTAS CORPORATION,CONTRACTUAL SERVICES,25610.55,5/30/2019
"*ANZY SUPPLY, INC.",DIRECT PURCHASES,52.24,7/11/2019
"*ABC HUMANE WILDLIFE CONTROL & PREVENTION, INC.",MAINTENANCE & REPAIRS,1872.50,7/2/2019
"WISCO, INC.",DIRECT PURCHASES,153.00,7/16/2019
"WEST PUBLISHING CORPORATION d/b/a THOMSON WEST, WEST GROUP OR WEST",FINANCIAL & TREAS SVCS,6862.86,7/30/2019
CITY OF CHICAGO-DEPT OF WATER,UTILITIES EXPENSE,31559.12,7/24/2019
SERVICE SANITATION INC,MAINTENANCE & REPAIRS,295.00,7/30/2019
GOLD COAST ORTHOPAEDIC AND SPINE SURGERY,ADMINISTRATION & HR,750.00,8/1/2019
"AT&T MOBILITY NATIONAL ACCOUNTS, LLC",UTILITIES EXPENSE,77646.77,8/6/2019
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,339146.18,8/16/2019
APOLLO VIDEO TECHNOLOGY,FINANCIAL & TREAS SVCS,73927.27,8/20/2019
"ALLIED WASTE TRANSPORTATION, INC. d/b/a REPUBLIC SERVICES OF CHICAGO",MAINTENANCE & REPAIRS,80281.49,9/3/2019
"HERITAGE-CRYSTAL CLEAN, LLC",DIRECT PURCHASES,3200.00,9/5/2019
JOHNSON CONTROLS FIRE PROTECTION LP,MAINTENANCE & REPAIRS,1702.00,12/2/2019
TRANSPORTATION RESEARCH BOARD,TRAVEL & MEETING EXPENSE,325.00,9/11/2019
"ARAMARK UNIFORM SERVICES, INC.",GENERAL EXPENSES,40.32,9/18/2019
SAFETY VISION LLC,FINANCIAL & TREAS SVCS,26085.00,9/19/2019
TOMPKINS PRINTING EQUIPMENT CO.,MAINTENANCE & REPAIRS,2670.12,10/2/2019
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,111980.71,11/13/2019
CZECHMATE LUMBER CORPORATION,MATERIAL LOAD/ADJ,3809.75,3/18/2019
AMALGAMATED BANK OF CHICAGO.,FINANCIAL & TREAS SVCS,6101.57,2/28/2019
"SAFETY KLEEN SYSTEMS, INC.",MAINTENANCE & REPAIRS,540.00,3/25/2019
"INDUSTRIAL ENGINE SERVICE, INC.",DIRECT PURCHASES,1446.36,5/7/2019
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,5859.00,6/11/2019
MARK VEND CO,GENERAL EXPENSES,501.00,6/4/2019
"AMAZON WEB SERVICES, INC.",CONTRACTUAL SERVICES,447.57,6/4/2019
"JCDECAUX CHICAGO, LLC",MAINTENANCE & REPAIRS,121296.00,6/4/2019
G & O THERMAL SUPPLY COMPANY,DIRECT PURCHASES,2632.29,6/28/2019
"GENFARE, A DIVISION OF SPX CORPORATION",MAINTENANCE & REPAIRS,14958.32,6/19/2019
SPINE & ORTHOPAEDIC SURGERY CENTER,ADMINISTRATION & HR,675.00,7/11/2019
"PROMPT ELECTRIC, INC.",DIRECT PURCHASES,1644.20,8/22/2019
"NICADO PUBLISHING COMPANY, INC",CONTRACTUAL SERVICES,500.00,8/13/2019
ARC IMAGING RESOURCES,MAINTENANCE & REPAIRS,144.00,8/20/2019
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,1627.27,10/10/2019
COMPUTER AID INC,TECHNOLOGY SERVICES,38720.00,10/17/2019
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,5665.00,11/5/2019
"VERIZON WIRELESS, INC.",UTILITIES EXPENSE,190.05,11/21/2019
VALERIE JACKSON,CREDITS,20.00,12/3/2019
JACKSON LEWIS PC,LEGAL COSTS,2548.00,12/27/2019
GREENBERG TRAURIG LLP,CONTRACTUAL SERVICES,1031.27,1/15/2019
"GARDA CL GREAT LAKES, INC.",FINANCIAL & TREAS SVCS,39595.00,2/4/2019
"INTERSTATE POWER SYSTEMS, INC.",MAINTENANCE & REPAIRS,28574.55,2/8/2019
SOCIETY FOR HUMAN RESOURCE MGMT,GENERAL EXPENSES,209.00,7/23/2019
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,18081.27,8/6/2019
STEPHANIE MONDANE,LEGAL COSTS,75.00,8/7/2019
"AUTOMATIC FIRE CONTROLS, INC.",MAINTENANCE & REPAIRS,1000.00,9/13/2019
"VULCAN CONSTRUCTION MATERIALS, LLC",DIRECT PURCHASES,6193.86,9/4/2019
"COMET MESSENGER SERVICE, INC.",GENERAL EXPENSES,176.32,10/4/2019
WORLD BUSINESS CHICAGO,GENERAL EXPENSES,25000.00,10/3/2019
"CONSTELLATION NEW ENERGY GAS DIVISION, LLC",UTILITIES EXPENSE,7964.83,9/27/2019
"PROMPT ELECTRIC, INC.",MAINTENANCE & REPAIRS,3339.32,10/25/2019
AN EXECUTIVE DECISION,ADVERTISING & PROMOTION,1052.19,11/12/2019
"AMERESCO, INC.",CONSULTING,14730.00,1/29/2019
"HIGH PSI, LTD.",MAINTENANCE & REPAIRS,855.32,2/21/2019
"ORRINGTON TT, LLC",EQUIPMENT RENTAL,921.53,3/27/2019
"GARDA CL GREAT LAKES, INC.",FINANCIAL & TREAS SVCS,2310.03,4/30/2019
BLAIDA AND ASSOCIATES LLC,CONTRACTUAL SERVICES,6000.00,5/31/2019
"*ANDERSON & SHAH ROOFING, INC.",MAINTENANCE & REPAIRS,3016.85,7/24/2019
ACCOUNTING PRINCIPALS INC,CONTRACTUAL SERVICES,2365.63,7/12/2019
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,16173.00,8/20/2019
"WISCO, INC.",MAINTENANCE & REPAIRS,131.50,10/9/2019
"KATHLEEN A SULLIVAN, CSR",LEGAL COSTS,169.00,12/13/2019
AMALGAMATED BANK OF CHICAGO,FINANCIAL & TREAS SVCS,671.13,4/11/2019
"RTB, S.C.",ADMINISTRATION & HR,150.00,5/10/2019
"FRASCO, INC.",LEGAL COSTS,175.00,6/21/2019
"MCCORKLE LITIGATION SERVICES, INC",GENERAL EXPENSES,175.00,7/17/2019
G & O THERMAL SUPPLY COMPANY,DIRECT PURCHASES,406.98,8/16/2019
REVERE ELECTRIC SUPPLY COMPANY,MAINTENANCE & REPAIRS,183.38,11/15/2019
JOHNSON PIPE & SUPPLY CO.,DIRECT PURCHASES,2275.00,10/3/2019
OAK PARK POLICE DEPT,LEGAL COSTS,5.00,1/22/2019
UNITED PARCEL SERVICE,GENERAL EXPENSES,96.36,4/4/2019
TERESA BOYLE ROGERS CONSULTING,CONSULTING,2786.64,5/1/2019
BRIDGES COURT REPORTING,LEGAL COSTS,735.30,8/20/2019
"LUMINATOR MASS TRANSIT, LLC",MAINTENANCE & REPAIRS,30625.00,9/26/2019
"ORACLE AMERICA, INC.",MAINTENANCE & REPAIRS,484205.16,10/30/2019
ACCOUNTING PRINCIPALS INC,CONTRACTUAL SERVICES,848.86,10/25/2019
JOHNSON PIPE & SUPPLY CO.,DIRECT PURCHASES,2534.80,11/13/2019
CHINESE AMERICAN NEWS,ADVERTISING & PROMOTION,210.00,12/19/2019
"HIGH PSI, LTD.",MAINTENANCE & REPAIRS,559.02,3/1/2019
"TEXTMARKS, INC.",CONTRACTUAL SERVICES,18508.29,10/15/2019
ILLINOIS STATE POLICE 1,LEGAL COSTS,5.00,10/24/2019
"CONCARE, INC.",MAINTENANCE & REPAIRS,11626.34,12/4/2019
"MOSIER REPORTING SERVICES, INC.",LEGAL COSTS,95.00,1/31/2019
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",DIRECT PURCHASES,1069.44,5/13/2019
"AMERESCO, INC.",CONSULTING,14730.00,6/28/2019
KPMG LLP,CONSULTING,6414.17,7/15/2019
ACCOUNTEMPS/DIV. ROBERT HALF,LEGAL COSTS,3009.00,8/15/2019
ZIONS BANK,GENERAL EXPENSES,41450.00,10/1/2019
"MESIROW INSURANCE SERVICES, INC.",CONTRACTUAL SERVICES,72334.00,12/10/2019
"PROTANIC, INC.",MAINTENANCE & REPAIRS,1040.00,12/31/2019
STANDARD EQUIPMENT COMPANY,DIRECT PURCHASES,4046.80,1/2/2019
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,2168.25,1/16/2019
"THOMPSON COBURN, LLC",LEGAL COSTS,30300.70,1/14/2019
"WISCO, INC.",MAINTENANCE & REPAIRS,626.40,1/18/2019
GENUINE PARTS COMPANY (NAPA),MAINTENANCE & REPAIRS,15363.82,3/13/2019
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,814031.76,3/7/2019
"AT&T MOBILITY NATIONAL ACCOUNTS, LLC",UTILITIES EXPENSE,1011.16,3/8/2019
"ARAMARK UNIFORM SERVICES, INC.",CONTRACTUAL SERVICES,146.56,3/21/2019
JACKSON LEWIS PC,LEGAL COSTS,1204.00,3/26/2019
"WISCO, INC.",DIRECT PURCHASES,14.00,4/4/2019
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,105748.98,5/15/2019
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,1250192.57,6/7/2019
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,3185.00,8/8/2019
"*URLAUB, BOWEN & ASSOCIATES, INC.",LEGAL COSTS,248.65,8/9/2019
"ANIXTER, INC.",GENERAL EXPENSES,1105.20,12/3/2019
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,27740.49,9/18/2019
Wensco,ADVERTISING & PROMOTION,37798.82,10/16/2019
CUMMINS INC.,MAINTENANCE & REPAIRS,2070.54,10/17/2019
AT & T CORP,MAINTENANCE & REPAIRS,122200.80,9/27/2019
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,55987.16,10/31/2019
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,975.00,11/21/2019
AT & T CORP,MAINTENANCE & REPAIRS,2528.47,12/3/2019
"INTERSTATE POWER SYSTEMS, INC.",MAINTENANCE & REPAIRS,277.03,1/18/2019
ROYAL REPORTING SERVICES,LEGAL COSTS,380.00,1/31/2019
"*FIRECO, INC.",MAINTENANCE & REPAIRS,3140.00,3/7/2019
*J.P. SIMONS & COMPANY,DIRECT PURCHASES,20470.53,5/23/2019
NEUROLOGICAL SURGERY & SPINE SURGERY,ADMINISTRATION & HR,900.00,5/15/2019
CHICAGO METRO CONSTRUCTION D/B/A ARLINGTON GLASS & MIRROR CO.,MAINTENANCE & REPAIRS,947.24,6/12/2019
"*SENRYO, INC.",GENERAL EXPENSES,38480.00,6/12/2019
"CAPRICORN COMMUNICATIONS, LLC",CONTRACTUAL SERVICES,6000.00,7/3/2019
CITY OF CHICAGO DEPT.OF REVENUE-RED LIGHT,GENERAL EXPENSES,400.00,7/16/2019
*CSI 3000 Inc,MAINTENANCE & REPAIRS,10300.00,9/20/2019
EXECUTIVE COMMUNICATION SYSTEMS,DIRECT PURCHASES,729.95,8/1/2019
PNC BANK,GENERAL EXPENSES,438.15,8/15/2019
LARS E JOHNSON,LEGAL COSTS,75.00,8/28/2019
AMERICAN TOWERS LLC,EQUIPMENT RENTAL,4362.31,9/5/2019
GENUINE PARTS COMPANY (NAPA),MAINTENANCE & REPAIRS,1360.75,10/10/2019
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,7642.50,10/18/2019
"QUANTUM CROSSINGS, LLC",FINANCIAL & TREAS SVCS,34381.17,10/18/2019
"COMET MESSENGER SERVICE, INC.",CONTRACTUAL SERVICES,242.51,11/15/2019
CDW GOVERNMENT LLC,DIRECT PURCHASES,5361.75,11/14/2019
VILLAGE OF RIVER GROVE,UTILITIES EXPENSE,242.39,12/24/2019
MURRAY & TRETTEL INC,GENERAL EXPENSES,416.25,3/19/2019
"ARAMARK UNIFORM SERVICES, INC.",CONTRACTUAL SERVICES,71.85,5/15/2019
SAMM GROUP,ADMINISTRATION & HR,1500.00,4/30/2019
RAFAT SHONEYE,ADMINISTRATION & HR,62.50,6/4/2019
JACKSON LEWIS PC,LEGAL COSTS,1344.00,7/8/2019
VILLAGE OF RIVER GROVE,UTILITIES EXPENSE,187.70,9/24/2019
"*AGB Investigative Services, Incorporated",PURCHASE OF SECURITY SERVICES,47441.14,10/11/2019
CONTINENTAL LANGUAGES LLC,LEGAL COSTS,345.00,10/11/2019
"J2 CLOUD SERVICES, LLC.",CONTRACTUAL SERVICES,199.30,1/29/2019
GENUINE PARTS COMPANY (NAPA),CONTRACTUAL SERVICES,723.15,4/4/2019
CUMMINS INC.,MAINTENANCE & REPAIRS,3112.43,3/20/2019
LISA PELLEGRINI M.D.,ADMINISTRATION & HR,1200.00,3/21/2019
RECORD COPY SERVICES CO.,ADMINISTRATION & HR,39.75,4/4/2019
JOHNSON PIPE & SUPPLY CO.,DIRECT PURCHASES,2296.84,4/10/2019
RUSSELL R. ROGERS,CONTRACTUAL SERVICES,11250.00,6/4/2019
LANGUAGE SERVICES ASSOCIATES,CONTRACTUAL SERVICES,175.95,6/27/2019
ACCOUNTEMPS/DIV. ROBERT HALF,LEGAL COSTS,3519.00,6/27/2019
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,1177.29,7/25/2019
"*SENRYO, INC.",GENERAL EXPENSES,14560.00,8/14/2019
"PREMIER STAFFING SOURCE, INC.",GENERAL EXPENSES,5477.13,10/1/2019
AMERICAN CONCRETE INSTITUTE,GENERAL EXPENSES,239.00,10/16/2019
"MENARD INDUSTRIES, LLC, d/b/a MENARD'S RAILROAD MATERIALS",MAINTENANCE & REPAIRS,1079.46,1/11/2019
"THE MCS GROUP, INC.",ADMINISTRATION & HR,304.29,3/20/2019
JACKSON LEWIS PC,CONTRACTUAL SERVICES,153.61,3/26/2019
"*MIDWAY OVERHEAD DOOR, INC.",MAINTENANCE & REPAIRS,26996.60,4/11/2019
"COMET MESSENGER SERVICE, INC.",CONTRACTUAL SERVICES,213.28,6/14/2019
TAFT STETTINIUS & HOLLISTER LLP,LEGAL COSTS,5984.35,7/9/2019
ANN S. KENIS,LEGAL COSTS,1875.00,7/16/2019
CINTAS CORPORATION,MAINTENANCE & REPAIRS,2204.08,7/29/2019
FOX VALLEY FIRE & SAFETY COMPANY,MAINTENANCE & REPAIRS,8416.25,8/19/2019
ACCOUNTING PRINCIPALS INC,CONTRACTUAL SERVICES,1062.40,9/20/2019
CDW GOVERNMENT LLC,ADVERTISING & PROMOTION,5557.80,2/26/2019
"WILLIAM MARTIN, LSCW",ADMINISTRATION & HR,150.00,2/8/2019
"MCCORKLE LITIGATION SERVICES, INC",GENERAL EXPENSES,651.40,3/6/2019
BRE RIVER NORTH POINT OWNER,FACILITY RENTAL,52250.27,3/6/2019
BENJAMIN GOLDBERG MD,ADMINISTRATION & HR,250.00,4/30/2019
JOHNSON PIPE & SUPPLY CO.,DIRECT PURCHASES,107.29,7/17/2019
"STANTON MECHANICAL, INC.",MAINTENANCE & REPAIRS,15400.00,7/17/2019
"22ND CENTURY TECHNOLOGIES, INC.",GENERAL EXPENSES,5360.00,8/13/2019
US MINORITY CONTRACTORS ASSOCIATION,GENERAL EXPENSES,2500.00,10/2/2019
"CHICAGO SUN-TIMES, INCORPORATED dba Sun-Times Media Productions, LLC",ADVERTISING & PROMOTION,737.78,10/29/2019
"VERIZON WIRELESS, INC.",UTILITIES EXPENSE,190.05,10/24/2019
"AMERICAN BUILDING SERVICES, LLC (M-D BUILDING MATERIALS)",DIRECT PURCHASES,11847.00,10/31/2019
