VENDOR NAME,EXPENSE CATEGORY,PAYMENT AMOUNT,PAYMENT DATE
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,6315.00,12/16/2020
FOX VALLEY FIRE & SAFETY COMPANY,MAINTENANCE & REPAIRS,62021.25,1/22/2020
SDI PRESENCE LLC,TECHNOLOGY SERVICES,292775.00,5/19/2020
"INTERSTATE POWER SYSTEMS, INC.",MAINTENANCE & REPAIRS,429.85,2/25/2020
CITY OF CHICAGO-DEPT OF WATER,UTILITIES EXPENSE,10204.48,6/11/2020
"MIDWAY OVERHEAD DOOR, INC.",MAINTENANCE & REPAIRS,6400.00,1/21/2020
*J.P. SIMONS & COMPANY,DIRECT PURCHASES,2276.35,8/13/2020
CHICAGO GRINDING,MAINTENANCE & REPAIRS,1040.00,1/8/2020
JOHNSON PIPE & SUPPLY CO.,DIRECT PURCHASES,2898.06,10/12/2020
COMPUTER AID INC,TECHNOLOGY SERVICES,130585.50,7/29/2020
"ICE MILLER, LLP",LEGAL COSTS,5000.00,5/28/2020
CITY OF CHICAGO-DEPT OF FLEET AND FACILITY  MGMT,MAINTENANCE & REPAIRS,124049.09,12/3/2020
"GARDA CL GREAT LAKES, INC.",FINANCIAL & TREAS SVCS,18211.35,8/19/2020
JEFFREY WEINZWEIG M.D.,ADMINISTRATION & HR,750.00,12/10/2020
"OER SERVICES, LLC",EQUIPMENT RENTAL,5514.53,6/24/2020
ILLINOIS DEPT OF PUBLIC HEALTH=2,TRAVEL & MEETING EXPENSE,50.00,1/10/2020
EHC CANADA INC. d/b/a EHC GLOBAL,DIRECT PURCHASES,1525.40,3/4/2020
"*DIGBY'S DETECTIVE & SECURITY AGENCY, INC.",PURCHASE OF SECURITY SERVICES,171871.42,9/4/2020
"HERITAGE-CRYSTAL CLEAN, LLC",DIRECT PURCHASES,3200.00,7/15/2020
"MIDWAY OVERHEAD DOOR, INC.",MAINTENANCE & REPAIRS,4000.00,4/15/2020
"THOMAS J. WALSH CONSULTING, LLC",CONTRACTUAL SERVICES,6000.00,12/31/2020
"*DIGBY'S DETECTIVE & SECURITY AGENCY, INC.",PURCHASE OF SECURITY SERVICES,192004.28,4/8/2020
*SYNERGY DEVELOPMENT LIMITED,MAINTENANCE & REPAIRS,6667.20,10/19/2020
"BUREAU OF NATIONAL AFFAIRS, INC., THE",FINANCIAL & TREAS SVCS,13431.00,1/23/2020
PEOPLES GAS,UTILITIES EXPENSE,832.38,9/10/2020
LOWIS & GELLEN LLP,LEGAL COSTS,295.00,11/12/2020
BIOMETRIC IMPRESSIONS CORP,GENERAL EXPENSES,990.00,2/6/2020
PITNEY BOWES GLOBAL MAILING SYSTEMS,MAINTENANCE & REPAIRS,264.60,1/8/2020
"IMPERIAL CRANE SERVICES, INC.",EQUIPMENT RENTAL,1400.00,2/13/2020
BALFOUR BEATTY INFRASTRUCTURE INC.,DIRECT PURCHASES,4004.88,2/13/2020
"OER SERVICES, LLC",MAINTENANCE & REPAIRS,1288.00,1/16/2020
ADR SYSYEMS,CONTRACTUAL SERVICES,1495.00,9/10/2020
ZIONS BANK,GENERAL EXPENSES,121664.49,4/10/2020
GIRO INC.,MAINTENANCE & REPAIRS,291161.00,1/15/2020
"*ALLPOINTS SECURITY AND DETECTIVE, INC.",PURCHASE OF SECURITY SERVICES,22075.14,4/8/2020
"MCCORKLE LITIGATION SERVICES, INC",GENERAL EXPENSES,534.40,3/6/2020
"OER SERVICES, LLC",EQUIPMENT RENTAL,4620.00,2/27/2020
*SOUTH SUBURBAN PEST CONTROL,MAINTENANCE & REPAIRS,6500.00,5/19/2020
ACCOUNTEMPS/DIV. ROBERT HALF,LEGAL COSTS,1372.50,4/8/2020
KOZACKY WEITZEL McGRATH,GENERAL EXPENSES,513000.00,7/9/2020
"HERITAGE-CRYSTAL CLEAN, LLC",DIRECT PURCHASES,23062.40,5/13/2020
"*ABC HUMANE WILDLIFE CONTROL & PREVENTION, INC.",MAINTENANCE & REPAIRS,137267.00,5/27/2020
STAPLES ADVANTAGE,DIRECT PURCHASES,38189.40,4/1/2020
"ELLISON BRONZE, INC.",DIRECT PURCHASES,2440.80,6/17/2020
AGAE / PRO FENCE JOINT VENTURE,MAINTENANCE & REPAIRS,25377.94,1/17/2020
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,72448.47,5/13/2020
"TRANE U.S., INC.",TECHNOLOGY SERVICES,1006.26,1/28/2020
AMALGAMATED BANK OF CHICAGO,FINANCIAL & TREAS SVCS,2425.70,12/10/2020
"SPRINT SOLUTIONS, INC.",UTILITIES EXPENSE,212057.68,5/19/2020
"JONES LANG LaSALLE, INCORPORATED",CONSULTING,6441.11,1/8/2020
AMALGAMATED BANK OF CHICAGO.,FINANCIAL & TREAS SVCS,3333.34,5/28/2020
"BARLOW MECHANICAL SALES, INC.",DIRECT PURCHASES,7470.00,7/9/2020
"PROTANIC, INC.",MAINTENANCE & REPAIRS,83.46,8/5/2020
AT & T CORP,MAINTENANCE & REPAIRS,10000.00,2/19/2020
"*ALLPOINTS SECURITY AND DETECTIVE, INC.",PURCHASE OF SECURITY SERVICES,22117.89,4/22/2020
LANGUAGE SERVICES ASSOCIATES,CONTRACTUAL SERVICES,67.62,9/24/2020
"JONES LANG LaSALLE, INCORPORATED",CONSULTING,6560.95,6/17/2020
*CityEscape Garden & Design,MAINTENANCE & REPAIRS,373.00,10/8/2020
BIAS CORPORATION,MAINTENANCE & REPAIRS,1662.09,6/11/2020
PRODUCTION PLUS GRAPHICS,DIRECT PURCHASES,2922.90,4/8/2020
GENUINE PARTS COMPANY (NAPA),MAINTENANCE & REPAIRS,1317.90,12/2/2020
"LAW BULLETIN PUBLISHING CO, INC.",GENERAL EXPENSES,108.00,6/3/2020
MEDIAAGILITY INC,TECHNOLOGY SERVICES,2357.51,1/30/2020
VILLAGE OF WILMETTE,UTILITIES EXPENSE,175.97,3/10/2020
JOHNSON PIPE & SUPPLY CO.,DIRECT PURCHASES,587.20,12/9/2020
NORTHERN ILLINOIS GAS,UTILITIES EXPENSE,10692.54,2/4/2020
"HERITAGE-CRYSTAL CLEAN, LLC",DIRECT PURCHASES,3200.00,1/17/2020
EXHIBIT 5,LEGAL COSTS,489.30,6/4/2020
AMERICAN CALIBRATION INC.,MAINTENANCE & REPAIRS,1176.00,4/30/2020
CLAREMONT LLC,CONTRACTUAL SERVICES,2130.00,7/30/2020
"JONES LANG LaSALLE, INCORPORATED",CONSULTING,45067.26,1/29/2020
"*DIGBY'S DETECTIVE & SECURITY AGENCY, INC.",PURCHASE OF SECURITY SERVICES,166665.05,12/7/2020
PACE SUBURBAN BUS SERVICE,DIRECT PURCHASES,7966.00,2/14/2020
U.W. MADISON,TRAVEL & MEETING EXPENSE,995.00,9/24/2020
"WISCO, INC.",DIRECT PURCHASES,11.20,7/2/2020
"OER SERVICES, LLC",EQUIPMENT RENTAL,3337.57,7/27/2020
EVERGREEN PARK RED LIGHT,GENERAL EXPENSES,100.00,11/25/2020
"BIDDLE CONSULTING GROUP, INC.",GENERAL EXPENSES,1859.00,8/20/2020
"V.H. BLACKINTON & CO., INC.",DIRECT PURCHASES,295.40,3/30/2020
LANGUAGE SERVICES ASSOCIATES,CONTRACTUAL SERVICES,378.12,7/30/2020
TRADEBE TREATMENT & RECYCLING LLC,MAINTENANCE & REPAIRS,84.02,8/6/2020
"CONSTELLATION NEW ENERGY GAS DIVISION, LLC",UTILITIES EXPENSE,5463.25,10/12/2020
"CROWE, LLP",FINANCIAL & TREAS SVCS,25901.00,9/24/2020
POSTAL PARTNERS,GENERAL EXPENSES,47.79,12/24/2020
JASCULCA TERMAN STRATEGIC COMMUNICATIONS,CONTRACTUAL SERVICES,14556.25,10/22/2020
"WISCO, INC.",MAINTENANCE & REPAIRS,40.70,2/26/2020
CAVANAGH LAW GROUP,ADMINISTRATION & HR,750.00,2/4/2020
GENUINE PARTS COMPANY (NAPA),CONSULTING,146528.22,8/10/2020
"CLEVER DEVICES, LTD",MAINTENANCE & REPAIRS,395682.42,1/14/2020
"*MULTILINGUAL CONNECTIONS, LLC",ADVERTISING & PROMOTION,55.00,7/1/2020
"ARAMARK UNIFORM SERVICES, INC.",CONTRACTUAL SERVICES,94.03,8/5/2020
CALIBER PACKAGING LLC,MAINTENANCE & REPAIRS,127.70,2/26/2020
CORPORATE CONCEPTS INC,DIRECT PURCHASES,840.00,2/12/2020
CORPORATE CONCEPTS INC,GENERAL EXPENSES,1160.00,10/15/2020
CLAREMONT LLC,CONTRACTUAL SERVICES,138.00,6/4/2020
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,39914.64,3/2/2020
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,8982.40,8/10/2020
UNITEC PARTS CO.,DIRECT PURCHASES,44080.00,5/28/2020
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,27421.72,3/17/2020
*SOUTH SUBURBAN PEST CONTROL,MAINTENANCE & REPAIRS,5221.40,9/14/2020
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,5475.22,3/12/2020
"WISCO, INC.",DIRECT PURCHASES,12.00,11/5/2020
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,1753.63,3/20/2020
"PROTANIC, INC.",MAINTENANCE & REPAIRS,3807.13,4/8/2020
MAGNA LEGAL SERVICES,LEGAL COSTS,421.20,11/30/2020
"SVANACO, INC.",TECHNOLOGY SERVICES,27975.00,10/26/2020
CHARLES EQUIPMENT ENERGY SYSTEMS LLC,MAINTENANCE & REPAIRS,2259.00,9/28/2020
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,19130.00,4/8/2020
"BHFX, LLC",MAINTENANCE & REPAIRS,945.00,11/25/2020
COMPUTER AID INC,TECHNOLOGY SERVICES,590940.51,11/23/2020
TKG & ASSOCIATES L.L.C,CONSULTING,10000.00,4/23/2020
"T-MOBILE USA, INC.",UTILITIES EXPENSE,14353.93,6/8/2020
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,608.54,3/17/2020
JOHNSON PIPE & SUPPLY CO.,DIRECT PURCHASES,47.92,8/5/2020
CINTAS CORPORATION,DIRECT PURCHASES,52.02,9/23/2020
"*ABC HUMANE WILDLIFE CONTROL & PREVENTION, INC.",MAINTENANCE & REPAIRS,283.00,7/29/2020
"COLETTE KUEMMETH, CSR, RMR",LEGAL COSTS,9.00,10/22/2020
GENUINE PARTS COMPANY (NAPA),CONTRACTUAL SERVICES,1238.64,5/27/2020
JOHNSON PIPE & SUPPLY CO.,DIRECT PURCHASES,8198.15,7/27/2020
"WISCO, INC.",MAINTENANCE & REPAIRS,1027.70,4/30/2020
HEGENSCHEIDT CORP.,MAINTENANCE & REPAIRS,924.00,11/9/2020
"BHFX, LLC",MAINTENANCE & REPAIRS,945.00,1/29/2020
"COMET MESSENGER SERVICE, INC.",CONTRACTUAL SERVICES,258.63,6/18/2020
"CUBIC TRANSPORTATION SYSTEMS, INC.",CONTRACTUAL SERVICES,3270178.93,6/15/2020
SQL Sentry/dba SentryOne,TECHNOLOGY SERVICES,1403.85,10/22/2020
CONTINENTAL LANGUAGES LLC,CONTRACTUAL SERVICES,243.75,1/21/2020
MEDIAAGILITY INC,TECHNOLOGY SERVICES,1619.61,12/31/2020
GENUINE PARTS COMPANY (NAPA),MAINTENANCE & REPAIRS,396.12,5/7/2020
89TH ST PROPERTIES LLC,FACILITY RENTAL,27968.92,7/29/2020
JOHNSON PIPE & SUPPLY CO.,DIRECT PURCHASES,5042.70,10/14/2020
JOHNSON PIPE & SUPPLY CO.,DIRECT PURCHASES,6845.66,3/6/2020
CDW GOVERNMENT LLC,CONTRACTUAL SERVICES,955.99,2/10/2020
JACKSON LEWIS PC,LEGAL COSTS,31500.00,4/8/2020
"ATHLETICO, LTD",ADMINISTRATION & HR,40.00,9/24/2020
"DQS, INC",CONTRACTUAL SERVICES,9037.50,9/10/2020
"*VEI SOLUTIONS, INC.",MAINTENANCE & REPAIRS,1889.87,10/28/2020
"BARLOW MECHANICAL SALES, INC.",DIRECT PURCHASES,3785.00,2/14/2020
NATIONAL SAFETY COUNCIL,GENERAL EXPENSES,425.00,9/3/2020
CITY OF CHICAGO DEPT.OF REVENUE-RED LIGHT,GENERAL EXPENSES,400.00,8/13/2020
"BHFX, LLC",MAINTENANCE & REPAIRS,945.00,7/30/2020
CITY OF CHICAGO-DEPT OF FLEET AND FACILITY  MGMT,DIRECT PURCHASES,26682.07,6/25/2020
"*DIGBY'S DETECTIVE & SECURITY AGENCY, INC.",PURCHASE OF SECURITY SERVICES,341732.62,6/29/2020
"GENFARE, A DIVISION OF SPX CORPORATION",DIRECT PURCHASES,317.75,3/20/2020
"COMET MESSENGER SERVICE, INC.",GENERAL EXPENSES,181.15,4/9/2020
"INTERSTATE POWER SYSTEMS, INC.",MAINTENANCE & REPAIRS,23035.62,12/16/2020
"J2 CLOUD SERVICES, LLC.",CONTRACTUAL SERVICES,280.78,12/17/2020
"DATA WEIGHING SYSTEMS, INC.",MAINTENANCE & REPAIRS,330.00,9/9/2020
"ATKINSON-BAKER, INC.",LEGAL COSTS,733.85,6/4/2020
"OER SERVICES, LLC",EQUIPMENT RENTAL,1540.00,9/16/2020
JOHN M ZABOROWSKI MD,ADMINISTRATION & HR,250.00,2/4/2020
"OER SERVICES, LLC",EQUIPMENT RENTAL,2688.00,6/3/2020
RIVER NORTH PAIN MANAGEMENT CONSULTANTS,ADMINISTRATION & HR,187.50,3/11/2020
LEXIS NEXIS CO.,CONTRACTUAL SERVICES,5622.08,6/18/2020
ROYAL REPORTING SERVICES,LEGAL COSTS,245.49,8/13/2020
Konecranes,MAINTENANCE & REPAIRS,2136.39,11/19/2020
MOORE-ADDISON CO.,EQUIPMENT RENTAL,3840.00,3/10/2020
FABIAN CAIN,LEGAL COSTS,75.00,12/10/2020
HOLLAND & KNIGHT LLP,LEGAL COSTS,619.50,2/7/2020
"ARAMARK UNIFORM SERVICES, INC.",CONTRACTUAL SERVICES,94.03,7/15/2020
MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CONTRACTUAL SERVICES,50392.80,8/27/2020
ZIONS BANK,GENERAL EXPENSES,104384.88,2/21/2020
COMTO NATIONAL HEADQUARTERS,GENERAL EXPENSES,125.00,1/24/2020
US BANK,FINANCIAL & TREAS SVCS,5000.00,3/12/2020
Track-Weld a division of Welding Alloys,TRAVEL & MEETING EXPENSE,11000.00,12/17/2020
STAPLES ADVANTAGE,DIRECT PURCHASES,1253.46,1/17/2020
TAFT STETTINIUS & HOLLISTER LLP,LEGAL COSTS,37194.14,5/14/2020
*HIGHWAY SAFETY CORPORATON,EQUIPMENT RENTAL,45066.50,12/30/2020
"GENFARE, A DIVISION OF SPX CORPORATION",MAINTENANCE & REPAIRS,7479.16,4/1/2020
CINTAS CORPORATION,DIRECT PURCHASES,750.96,7/22/2020
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,166797.02,11/4/2020
CITY OF CHICAGO DEPT.OF REVENUE-RED LIGHT,GENERAL EXPENSES,900.00,10/15/2020
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,60511.93,10/21/2020
GENUINE PARTS COMPANY (NAPA),GENERAL EXPENSES,418.78,1/10/2020
"*MOTR GRAFX, LLC",CONTRACTUAL SERVICES,131279.00,9/3/2020
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,6780.89,2/11/2020
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,1520.00,9/28/2020
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,4732.73,4/6/2020
CITY OF CHICAGO-DEPT OF WATER,UTILITIES EXPENSE,126273.41,3/10/2020
NIKKI HALE CONSULTING INC,CONTRACTUAL SERVICES,390.00,9/24/2020
LORCHEM TECHNOLOGIES INC,MAINTENANCE & REPAIRS,5619.31,5/22/2020
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,609.00,10/26/2020
*J.P. SIMONS & COMPANY,DIRECT PURCHASES,418.05,7/23/2020
"T-MOBILE USA, INC.",UTILITIES EXPENSE,67405.08,12/21/2020
"OCCUPATIONAL HEALTH CENTERS OF THE SOUTHWEST, PA. d/b/a CONCENTRA MEDICAL CENTERS",ADMINISTRATION & HR,76721.00,9/14/2020
"ALLIED WASTE TRANSPORTATION, INC. d/b/a REPUBLIC SERVICES OF CHICAGO",MAINTENANCE & REPAIRS,78381.01,3/2/2020
"ANCHOR MECHANICAL, INC.",MAINTENANCE & REPAIRS,9250.00,2/13/2020
"COMET MESSENGER SERVICE, INC.",GENERAL EXPENSES,58.27,6/11/2020
"SNOW SYSTEMS, INC",MAINTENANCE & REPAIRS,4920.00,1/21/2020
G & O THERMAL SUPPLY COMPANY,DIRECT PURCHASES,992.82,3/25/2020
"LAW BULLETIN PUBLISHING CO, INC.",FINANCIAL & TREAS SVCS,9124.00,12/23/2020
"*VEI SOLUTIONS, INC.",MAINTENANCE & REPAIRS,38984.38,4/9/2020
"AMAZON WEB SERVICES, INC.",CONTRACTUAL SERVICES,1156.05,12/30/2020
"HINSHAW & CULBERTSON, LLP",LEGAL COSTS,1327.50,4/9/2020
BUZZ HOUND MEDIA,ADVERTISING & PROMOTION,600.00,1/23/2020
"U.S. LEGAL SUPPORT, INCORPORATED",LEGAL COSTS,1102.00,3/5/2020
"WORLD FUEL SERVICES, INC.",DIRECT PURCHASES,52721.85,7/13/2020
"THOMPSON COBURN, LLC",LEGAL COSTS,295.00,4/8/2020
"LUMINATOR MASS TRANSIT, LLC",MAINTENANCE & REPAIRS,28875.00,3/25/2020
CALIBER PACKAGING LLC,MAINTENANCE & REPAIRS,546.25,3/10/2020
"SAFETY KLEEN SYSTEMS, INC.",MAINTENANCE & REPAIRS,1788.76,4/20/2020
COOK COUNTY BAR ASSOCIATION,TRAVEL & MEETING EXPENSE,450.00,2/25/2020
"JONES ENVIRONMENTAL CONTROL, INC.",MAINTENANCE & REPAIRS,2654.62,8/31/2020
G & O THERMAL SUPPLY COMPANY,DIRECT PURCHASES,1446.56,6/10/2020
CORPORATE CONCEPTS INC,DIRECT PURCHASES,1269.50,4/23/2020
"PROMPT ELECTRIC, INC.",DIRECT PURCHASES,2087.96,2/21/2020
CITY OF CHICAGO-DEPT OF FLEET AND FACILITY  MGMT,DIRECT PURCHASES,28673.22,10/22/2020
"BHFX, LLC",MAINTENANCE & REPAIRS,1825.00,3/25/2020
"U.S. LEGAL SUPPORT, INCORPORATED",LEGAL COSTS,549.65,4/2/2020
"WINKLER'S TREE SERVICE, INC.",CONTRACTUAL SERVICES,3698.00,6/25/2020
SALVATORE PRESCOTT & PORTER PLLC,LEGAL COSTS,4720.00,6/25/2020
COLETTE HOLT & ASSOCIATES,CONSULTING,2300.00,3/25/2020
ANITA M. ROWE,LEGAL COSTS,600.00,9/17/2020
"WINKLER'S TREE SERVICE, INC.",MAINTENANCE & REPAIRS,13200.00,2/19/2020
"*ANCHOR STAFFING, INC.",TECHNOLOGY SERVICES,1134.68,3/20/2020
CITY OF CHICAGO-DEPT OF WATER,UTILITIES EXPENSE,27604.88,7/16/2020
"*NSN EMPLOYER SERVICES, INC.",CONTRACTUAL SERVICES,19.75,1/24/2020
"TEXTMARKS, INC.",CONTRACTUAL SERVICES,19171.54,1/24/2020
LORCHEM TECHNOLOGIES INC,MAINTENANCE & REPAIRS,1107.59,9/9/2020
"SVANACO, INC.",TECHNOLOGY SERVICES,27975.00,4/27/2020
"CUBIC TRANSPORTATION SYSTEMS, INC.",CONTRACTUAL SERVICES,1016849.51,6/1/2020
AMERICAN INSURANCE SERVICES GROUP,CONTRACTUAL SERVICES,168.00,12/24/2020
GENUINE PARTS COMPANY (NAPA),TRAVEL & MEETING EXPENSE,5525.00,1/22/2020
ZIONS BANK,GENERAL EXPENSES,156178.00,4/1/2020
CUMMINS INC.,MAINTENANCE & REPAIRS,244.32,12/21/2020
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,187.92,7/1/2020
VILLAGE OF FOREST PARK.,LEGAL COSTS,5.00,11/25/2020
CLERK OF THE CIRCUIT COURT  1,LEGAL COSTS,11.00,1/28/2020
"CLEVER DEVICES, LTD",MAINTENANCE & REPAIRS,395682.42,6/10/2020
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,1235145.55,6/17/2020
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,73381.57,8/19/2020
"WISCO, INC.",MAINTENANCE & REPAIRS,2110.75,7/23/2020
KONE SPARES,DIRECT PURCHASES,111250.54,7/29/2020
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,14809.02,7/13/2020
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,36367.16,3/6/2020
"*ANZY SUPPLY, INC.",TRAVEL & MEETING EXPENSE,184.18,9/17/2020
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,28726.82,2/20/2020
GENUINE PARTS COMPANY (NAPA),CONTRACTUAL SERVICES,6031.29,7/13/2020
"PREMIER STAFFING SOURCE, INC.",CONTRACTUAL SERVICES,2052.00,11/9/2020
"RI-DEL MFG, INC",DIRECT PURCHASES,6917.24,7/2/2020
KONE SPARES,DIRECT PURCHASES,176514.37,11/16/2020
LORCHEM TECHNOLOGIES INC,MAINTENANCE & REPAIRS,16112.62,6/29/2020
"WISCO, INC.",DIRECT PURCHASES,554.22,12/3/2020
ANDERSON ELEVATOR CO.,MAINTENANCE & REPAIRS,385499.89,9/2/2020
UNITED PARCEL SERVICE,GENERAL EXPENSES,107.48,4/23/2020
"WISCO, INC.",DIRECT PURCHASES,516.30,5/28/2020
CORPORATE CONCEPTS INC,GENERAL EXPENSES,5892.49,12/10/2020
ANDERSON ELEVATOR CO.,MAINTENANCE & REPAIRS,411882.98,12/2/2020
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,1126.50,1/10/2020
BEBON OFFICE MACHINES CO.,MAINTENANCE & REPAIRS,1590.00,7/30/2020
AMALGAMATED BANK OF CHICAGO,FINANCIAL & TREAS SVCS,615.17,3/4/2020
"THE MCS GROUP, INC.",ADMINISTRATION & HR,2723.79,7/30/2020
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,163.20,1/3/2020
METROPOLITAN WATER RECLAMATION.,EQUIPMENT RENTAL,101624.90,5/28/2020
JAMES DWORKIN,LEGAL COSTS,375.00,9/3/2020
"OER SERVICES, LLC",EQUIPMENT RENTAL,22462.00,10/7/2020
CITY  OF HOMETOWN,GENERAL EXPENSES,100.00,3/13/2020
ACCOUNTEMPS/DIV. ROBERT HALF,LEGAL COSTS,1830.00,1/22/2020
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,110122.38,12/7/2020
"22ND CENTURY TECHNOLOGIES, INC.",GENERAL EXPENSES,10184.00,3/13/2020
"*ALLPOINTS SECURITY AND DETECTIVE, INC.",PURCHASE OF SECURITY SERVICES,21454.03,10/12/2020
FOX VALLEY FIRE & SAFETY COMPANY,MAINTENANCE & REPAIRS,27637.00,1/30/2020
UNION PACIFIC RAILROAD COMPANY,FACILITY RENTAL,106590.03,10/21/2020
VILLAGE OF SKOKIE.,UTILITIES EXPENSE,6118.53,2/4/2020
CONTINENTAL LANGUAGES LLC,CONTRACTUAL SERVICES,352.50,9/10/2020
PITNEY BOWES GLOBAL MAILING SYSTEMS,MAINTENANCE & REPAIRS,264.60,11/19/2020
"JOHNSON CONTROLS, INC.",MAINTENANCE & REPAIRS,328.50,1/21/2020
COMPUTER AID INC,TECHNOLOGY SERVICES,371007.38,6/8/2020
"COMET MESSENGER SERVICE, INC.",CONTRACTUAL SERVICES,84.66,2/25/2020
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,1265.40,7/20/2020
"ORACLE AMERICA, INC.",MAINTENANCE & REPAIRS,1007097.98,8/17/2020
AMERIMEX SALES & SERVICE,MAINTENANCE & REPAIRS,702.00,1/22/2020
"CHICAGO SUN-TIMES, INCORPORATED dba Sun-Times Media Productions, LLC",ADVERTISING & PROMOTION,614.20,1/28/2020
"WEST PUBLISHING CORPORATION d/b/a THOMSON WEST, WEST GROUP OR WEST",FINANCIAL & TREAS SVCS,8309.94,12/17/2020
HEGENSCHEIDT CORP.,MAINTENANCE & REPAIRS,9352.58,3/3/2020
NORTH AMERICAN TRANSIT SERVICES ASSOCIATION,GENERAL EXPENSES,24409.25,12/3/2020
*SYNERGY DEVELOPMENT LIMITED,MAINTENANCE & REPAIRS,6667.20,9/30/2020
"CUBIC TRANSPORTATION SYSTEMS, INC.",CONTRACTUAL SERVICES,762528.54,10/12/2020
"STEVE'S EQUIPMENT SERVICE, INC.",MAINTENANCE & REPAIRS,294.30,5/27/2020
AMALGAMATED BANK OF CHICAGO.,FINANCIAL & TREAS SVCS,675.00,2/21/2020
*J.P. SIMONS & COMPANY,DIRECT PURCHASES,1125.69,9/24/2020
"ADVANCED ORTHOPEDIC SPECIALISTS, SC",ADMINISTRATION & HR,750.00,7/9/2020
US BANK,FINANCIAL & TREAS SVCS,750.00,10/22/2020
JOHNSON CONTROLS FIRE PROTECTION LP,MAINTENANCE & REPAIRS,170.00,4/13/2020
GENUINE PARTS COMPANY (NAPA),MAINTENANCE & REPAIRS,5003.70,1/14/2020
"HERITAGE-CRYSTAL CLEAN, LLC",DIRECT PURCHASES,3840.00,12/21/2020
COOK COUNTY SHERIFF DEPARTMENT,LEGAL COSTS,40.00,12/31/2020
MP2 ENERGY NE LLC,UTILITIES EXPENSE,402797.60,9/4/2020
SIMMONS MACHINE TOOL CORPORATION,DIRECT PURCHASES,1500.00,5/20/2020
LESTER & ROSALIE ANIXTER CENTER,GENERAL EXPENSES,1050.00,11/25/2020
MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CONTRACTUAL SERVICES,50715.37,10/1/2020
CALIBER PACKAGING LLC,MAINTENANCE & REPAIRS,900.50,4/15/2020
GENUINE PARTS COMPANY (NAPA),GENERAL EXPENSES,280.50,4/27/2020
VISUAL BI SOLUTIONS INC,TECHNOLOGY SERVICES,1224.00,9/17/2020
"LAW BULLETIN PUBLISHING CO, INC.",FINANCIAL & TREAS SVCS,3330.00,4/1/2020
IDES,GENERAL EXPENSES,2308.00,12/10/2020
UNION PACIFIC RAILROAD COMPANY,FACILITY RENTAL,105000.00,6/10/2020
DANIEL KATZ MD,ADMINISTRATION & HR,2792.00,6/4/2020
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,18905.87,7/8/2020
"Alstom Signaling Inc., d/b/a Alstom Signaling Operation, LLC.",DIRECT PURCHASES,2700.00,5/7/2020
"GARDA CL GREAT LAKES, INC.",FINANCIAL & TREAS SVCS,16499.07,1/30/2020
*J.P. SIMONS & COMPANY,DIRECT PURCHASES,11987.04,2/13/2020
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,14333.88,1/17/2020
CINTAS CORPORATION,CONTRACTUAL SERVICES,26464.00,1/24/2020
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,6773.89,7/20/2020
PATRICK MULLEN,LEGAL COSTS,38.25,10/22/2020
CITY OF CHICAGO-DEPT OF FLEET AND FACILITY  MGMT,DIRECT PURCHASES,13997.99,1/9/2020
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,630.75,3/4/2020
