VENDOR NAME,EXPENSE CATEGORY,PAYMENT AMOUNT,PAYMENT DATE
Konecranes,MAINTENANCE & REPAIRS,5722.24,9/8/2022
POSTAL PARTNERS,GENERAL EXPENSES,92.34,2/17/2022
GENUINE PARTS COMPANY (NAPA),MATERIAL LOAD/ADJ,1589.16,2/24/2022
CUMMINS INC.,MAINTENANCE & REPAIRS,305.40,8/16/2022
*CHICAGO PESTS LLC,MAINTENANCE & REPAIRS,176.00,9/15/2022
"LAW BULLETIN PUBLISHING CO, INC.",FINANCIAL & TREAS SVCS,10025.00,8/17/2022
*J.P. SIMONS & COMPANY,DIRECT PURCHASES,877.00,9/8/2022
"JUST ELEVATOR INSPECTION SERVICE, INC.",MAINTENANCE & REPAIRS,6860.00,9/8/2022
PNC BANK,ADVERTISING & PROMOTION,350.00,1/18/2022
VILLAGE OF OAK PARK -1,PURCHASE OF SECURITY SERVICES,15029.64,2/17/2022
"*ALVAREZ, INC.",MAINTENANCE & REPAIRS,5571.97,7/28/2022
ILLINOIS SECRETARY OF STATE,LEGAL COSTS,5.00,5/12/2022
MARRIOTT CITY CENTER,TRAVEL & MEETING EXPENSE,377.88,8/4/2022
EVANSTON POLICE DEPARTMENT/CITY OF EVANSTON,PURCHASE OF SECURITY SERVICES,20556.31,2/10/2022
"*ANCHOR STAFFING, INC.",TECHNOLOGY SERVICES,1109.52,7/7/2022
"*MULTILINGUAL CONNECTIONS, LLC",CONTRACTUAL SERVICES,106.12,8/18/2022
TerraCycle Regulated Waste,MAINTENANCE & REPAIRS,245.00,5/26/2022
"*MOTR GRAFX, LLC",ADVERTISING & PROMOTION,50.00,3/24/2022
"ZIPCAR, INC.",EQUIPMENT RENTAL,37.52,6/28/2022
ARCCA,ADMINISTRATION & HR,1300.00,2/24/2022
MIDWEST ORTHOPAEDIC CONSULTANTS,ADMINISTRATION & HR,187.50,5/5/2022
"*ATLAS & ASSOCIATES, INC.",MAINTENANCE & REPAIRS,14848.96,6/16/2022
"THE MCS GROUP, INC.",ADMINISTRATION & HR,3296.16,6/23/2022
SERVICE SANITATION INC,MAINTENANCE & REPAIRS,22969.00,7/19/2022
"SAFETY KLEEN SYSTEMS, INC.",MAINTENANCE & REPAIRS,7041.05,6/16/2022
"MIDWAY OVERHEAD DOOR, INC.",MAINTENANCE & REPAIRS,38461.20,1/13/2022
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,4672.16,5/12/2022
"MONTERREY SECURITY CONSULTANT, INC.",PURCHASE OF SECURITY SERVICES,786177.48,6/14/2022
VILLAGE OF OAK PARK UTILITIES,UTILITIES EXPENSE,807.92,8/11/2022
LEXITAS,LEGAL COSTS,614.80,8/25/2022
"SPECIALTY CONSULTING, INC.",CONTRACTUAL SERVICES,1624.00,8/18/2022
PNC BANK,ADVERTISING & PROMOTION,767.30,4/15/2022
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,1812.41,7/8/2022
"CANON BUSINESS SOLUTIONS, INC.",MAINTENANCE & REPAIRS,4962.63,6/8/2022
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,2806.10,4/7/2022
"LAW BULLETIN PUBLISHING CO, INC.",FINANCIAL & TREAS SVCS,9727.00,3/23/2022
"CROWE, LLP",FINANCIAL & TREAS SVCS,3700.00,9/22/2022
Jamil Fatti,CONTRACTUAL SERVICES,2052.81,3/3/2022
G & O THERMAL SUPPLY COMPANY,DIRECT PURCHASES,1507.65,9/21/2022
*MOBILE HEALTH & TESTING SERVICES,ADMINISTRATION & HR,54282.50,1/6/2022
"ALSTOM TRANSPORTATION, INC.",DIRECT PURCHASES,8280.00,1/10/2022
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,1444.55,7/19/2022
"LAW BULLETIN PUBLISHING CO, INC.",FINANCIAL & TREAS SVCS,10025.00,5/25/2022
"MCCORKLE LITIGATION SERVICES, INC",GENERAL EXPENSES,1033.60,8/11/2022
CITY OF BERWYN,GENERAL EXPENSES,100.00,1/13/2022
CUMMINS INC.,MAINTENANCE & REPAIRS,213.78,6/30/2022
"MARCO SUPPLY CO., INC.",DIRECT PURCHASES,3090.32,8/11/2022
ENTERPRISE FLEET SERVICES,EQUIPMENT RENTAL,44983.40,2/3/2022
JOHNSON CONTROLS FIRE PROTECTION LP,MAINTENANCE & REPAIRS,13124.73,7/19/2022
POSTAL PARTNERS,GENERAL EXPENSES,170.40,2/10/2022
"*ANCHOR STAFFING, INC.",GENERAL EXPENSES,1793.60,9/29/2022
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,1397.13,8/11/2022
"COMET MESSENGER SERVICE, INC.",CONTRACTUAL SERVICES,293.05,9/8/2022
CUMMINS INC.,MAINTENANCE & REPAIRS,1435.38,4/7/2022
*MOBILE HEALTH & TESTING SERVICES,ADMINISTRATION & HR,66676.66,6/2/2022
CITY OF EVANSTON,UTILITIES EXPENSE,569.40,4/7/2022
"HITACHI RAIL STS USA, INC.",DIRECT PURCHASES,21316.20,2/17/2022
"J2 CLOUD SERVICES, LLC.",CONTRACTUAL SERVICES,149.50,3/3/2022
EHC CANADA INC. d/b/a EHC GLOBAL,DIRECT PURCHASES,1850.00,2/8/2022
G&T ORTHOPAEDICS,ADMINISTRATION & HR,200.00,9/29/2022
EVERGREEN PARK RED LIGHT,GENERAL EXPENSES,100.00,6/2/2022
"STANTON MECHANICAL, INC.",MAINTENANCE & REPAIRS,24350.00,8/9/2022
ILLINOIS SECRETARY OF STATE,CONTRACTUAL SERVICES,60.00,8/18/2022
"HIRERIGHT SOLUTIONS, INC.",ADMINISTRATION & HR,6143.50,2/17/2022
BEDFORD PARK POLICE DEPARTMENT,GENERAL EXPENSES,100.00,9/8/2022
"MIDWAY OVERHEAD DOOR, INC.",MAINTENANCE & REPAIRS,17600.00,7/26/2022
ILLINOIS TOLLWAY,GENERAL EXPENSES,14.30,3/10/2022
"JONES ENVIRONMENTAL CONTROL, INC.",MAINTENANCE & REPAIRS,492.00,4/26/2022
Carahsoft Technology Corporation,ADVERTISING & PROMOTION,14533.79,1/27/2022
DUPAGE SPINE AND ORTHOPAEDICS,ADMINISTRATION & HR,750.00,4/28/2022
TERESA BOYLE ROGERS CONSULTING,CONSULTING,3975.06,1/25/2022
*SOUTH SUBURBAN PEST CONTROL,MAINTENANCE & REPAIRS,7937.00,4/28/2022
Terrence J Schaffner,CONTRACTUAL SERVICES,9468.75,1/13/2022
"COMET MESSENGER SERVICE, INC.",GENERAL EXPENSES,46.20,9/1/2022
CINTAS CORPORATION,CONTRACTUAL SERVICES,19311.02,8/25/2022
GENUINE PARTS COMPANY (NAPA),GENERAL EXPENSES,5180.13,5/26/2022
SERVICE SANITATION INC,MAINTENANCE & REPAIRS,21364.00,4/28/2022
"WISCO, INC.",MAINTENANCE & REPAIRS,11243.20,5/19/2022
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,17132.00,5/26/2022
JOHNSON CONTROLS FIRE PROTECTION LP,MAINTENANCE & REPAIRS,13124.73,6/2/2022
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,705645.41,8/9/2022
"*ALVAREZ, INC.",MAINTENANCE & REPAIRS,3785.90,4/5/2022
SAFETY VISION LLC,MAINTENANCE & REPAIRS,23523.50,8/23/2022
*J.P. SIMONS & COMPANY,DIRECT PURCHASES,4104.70,5/5/2022
"MARK ANDY, INC.",MAINTENANCE & REPAIRS,246.11,7/21/2022
"WAREHOUSE DIRECT, INC.",MAINTENANCE & REPAIRS,270.00,9/22/2022
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,89796.86,9/20/2022
MURNANE PAPER CO.,MAINTENANCE & REPAIRS,3009.60,2/17/2022
KALYAN SANDESARA MD SC,ADMINISTRATION & HR,750.00,1/27/2022
BOTTOMLINE TECHNOLOGIES,MAINTENANCE & REPAIRS,17711.16,9/22/2022
NATASHA DAMPIER,GENERAL EXPENSES,10000.00,8/25/2022
"WISCO, INC.",DIRECT PURCHASES,677.66,6/30/2022
COZEN O'CONNOR,LEGAL COSTS,1032.50,4/28/2022
CORPORATE CONCEPTS INC,GENERAL EXPENSES,3781.25,5/19/2022
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,875.96,2/15/2022
SIEBERT & ASSOCIATES,LEGAL COSTS,435.00,3/31/2022
LAWANNA JOHNSON,LEGAL COSTS,75.00,3/31/2022
"COMET MESSENGER SERVICE, INC.",GENERAL EXPENSES,19.60,5/26/2022
GENUINE PARTS COMPANY (NAPA),MAINTENANCE & REPAIRS,259.50,1/13/2022
GENUINE PARTS COMPANY (NAPA),ADVERTISING & PROMOTION,1502.53,2/8/2022
"Atalian US Midwest, LLC",MAINTENANCE & REPAIRS,26503.92,3/24/2022
ILLINOIS SECRETARY OF STATE,GENERAL EXPENSES,1793.00,6/23/2022
JACKSON LEWIS PC,LEGAL COSTS,4424.00,1/19/2022
"SVANACO, INC.",TECHNOLOGY SERVICES,1611.20,9/27/2022
CHICAGO TRIBUNE CO.,ADVERTISING & PROMOTION,522.48,8/25/2022
"JACK'S, INC.",DIRECT PURCHASES,539.94,3/3/2022
MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CONTRACTUAL SERVICES,38605.97,3/14/2022
"MIDWEST TIME RECORDER, INC.",MAINTENANCE & REPAIRS,145.00,7/14/2022
"AMERESCO, INC.",CONSULTING,14730.00,5/26/2022
"CLEVER DEVICES, LTD",MAINTENANCE & REPAIRS,422037.65,6/14/2022
MICRO FOCUS GOVERNMENT SOLUTIONS,MAINTENANCE & REPAIRS,16517.72,8/18/2022
TRIALVISION/DEPOVISION,LEGAL COSTS,120.00,2/3/2022
Jamil Fatti,CONTRACTUAL SERVICES,2831.47,1/10/2022
"JONES ENVIRONMENTAL CONTROL, INC.",MAINTENANCE & REPAIRS,1330.00,2/3/2022
"MESIROW INSURANCE SERVICES, INC.",GENERAL EXPENSES,5694.00,7/8/2022
"OER SERVICES, LLC",MAINTENANCE & REPAIRS,1125.00,7/28/2022
NORTHERN ILLINOIS GAS,UTILITIES EXPENSE,41169.49,4/21/2022
VILLAGE OF OAK PARK -1,PURCHASE OF SECURITY SERVICES,19467.17,7/19/2022
"MIDWEST ENVIRONMENTAL SALES CO., INC.",DIRECT PURCHASES,1422.00,3/24/2022
GRANT LAW LLC,LEGAL COSTS,180.00,6/23/2022
"*ANCHOR STAFFING, INC.",TECHNOLOGY SERVICES,1581.20,4/28/2022
"COMET MESSENGER SERVICE, INC.",CONTRACTUAL SERVICES,371.42,6/2/2022
GRANT LAW LLC,LEGAL COSTS,2080.00,5/17/2022
"LAW BULLETIN PUBLISHING CO, INC.",FINANCIAL & TREAS SVCS,5952.00,4/13/2022
SERVICE SANITATION INC,MAINTENANCE & REPAIRS,98.00,8/18/2022
AURIGA CORPORATION,GENERAL EXPENSES,35426.62,9/22/2022
TKG & ASSOCIATES L.L.C,CONSULTING,7500.00,4/20/2022
"DataSkill, Inc.",MAINTENANCE & REPAIRS,88468.38,2/3/2022
"OER SERVICES, LLC",EQUIPMENT RENTAL,900.00,5/12/2022
NORTHWESTERN MEDICINE REGIONAL MEDICAL GROUP,ADMINISTRATION & HR,750.00,2/3/2022
"LAW BULLETIN PUBLISHING CO, INC.",FINANCIAL & TREAS SVCS,5952.00,2/16/2022
PEOPLES GAS,UTILITIES EXPENSE,4466.89,9/8/2022
CUMMINS INC.,MAINTENANCE & REPAIRS,694.48,1/5/2022
"JONES LANG LaSALLE, INCORPORATED",CONSULTING,13709.12,4/26/2022
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,13976.18,6/2/2022
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,7024.42,6/23/2022
"MONTERREY SECURITY CONSULTANT, INC.",PURCHASE OF SECURITY SERVICES,227887.49,7/14/2022
"VERIZON WIRELESS, INC.",UTILITIES EXPENSE,796715.13,8/4/2022
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,16926.21,9/6/2022
TRADEBE TREATMENT & RECYCLING LLC,MAINTENANCE & REPAIRS,6771.50,3/17/2022
CHARLES EQUIPMENT ENERGY SYSTEMS LLC,MAINTENANCE & REPAIRS,1220.00,4/19/2022
"RADICOM, INC.",MAINTENANCE & REPAIRS,31075.00,7/8/2022
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,873.50,7/26/2022
"MAXWELL INDUSTRIES R&D, INC.",DIRECT PURCHASES,15309.44,8/30/2022
CINTAS CORPORATION,DIRECT PURCHASES,382.16,4/26/2022
"*MACK CONSTRUCTION SERVICES, LLC",MAINTENANCE & REPAIRS,53724.83,5/5/2022
CINTAS CORPORATION,CONTRACTUAL SERVICES,66364.54,7/28/2022
"MOBILE MINI, INC",EQUIPMENT RENTAL,1650.00,2/3/2022
SAFETY VISION LLC,FINANCIAL & TREAS SVCS,26496.25,1/3/2022
CDW GOVERNMENT LLC,DIRECT PURCHASES,720.00,5/26/2022
CENTER OF BRAIN AND SPINE SURGERY,ADMINISTRATION & HR,5800.00,7/21/2022
"THE MCS GROUP, INC.",ADMINISTRATION & HR,3343.43,4/14/2022
PNC BANK,EQUIPMENT RENTAL,245.07,1/18/2022
COMMONWEALTH EDISON.,UTILITIES EXPENSE,356450.88,3/10/2022
"GLORY GLOBAL SOLUTIONS, INC.",TECHNOLOGY SERVICES,10651.59,3/3/2022
LORCHEM TECHNOLOGIES INC,MAINTENANCE & REPAIRS,3301.46,2/15/2022
CINTAS CORPORATION,DIRECT PURCHASES,286.62,3/15/2022
GROUPE SHAREGATE INC.,MAINTENANCE & REPAIRS,7995.00,1/20/2022
UNITED STATES POSTAL SERVICE,ADVERTISING & PROMOTION,3000.00,4/28/2022
TOMPKINS PRINTING EQUIPMENT CO.,MAINTENANCE & REPAIRS,2141.74,6/15/2022
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,4113.40,4/21/2022
COOK COUNTY SHERIFF DEPARTMENT,LEGAL COSTS,80.00,5/12/2022
"ALLIED WASTE TRANSPORTATION, INC. d/b/a REPUBLIC SERVICES OF CHICAGO",MAINTENANCE & REPAIRS,80087.43,6/16/2022
MICHAEL CORRIGAN,ADMINISTRATION & HR,25.00,5/12/2022
TAB SERVICE COMPANY,GENERAL EXPENSES,2629.35,4/21/2022
CINTAS CORPORATION,DIRECT PURCHASES,270.66,1/5/2022
UNIVERSITY OF CHICAGO MEDICAL CENTER,ADMINISTRATION & HR,750.00,5/19/2022
GENUINE PARTS COMPANY (NAPA),GENERAL EXPENSES,1629.11,6/23/2022
NIKKI HALE CONSULTING INC,CONTRACTUAL SERVICES,550.00,6/9/2022
COZEN O'CONNOR PUBLIC STRATEGIES,CONTRACTUAL SERVICES,6000.00,8/25/2022
XEROX CORPORATION /XEROX CTR,MAINTENANCE & REPAIRS,232.00,3/17/2022
VTECH SOLUTION INC,CONTRACTUAL SERVICES,2880.00,6/30/2022
VILLAGE OF ROSEMONT,UTILITIES EXPENSE,16.86,8/4/2022
NSH USA CORPORATION,DIRECT PURCHASES,12730.00,8/16/2022
"LUMINATOR TECHNOLOGY GROUP, INC.",MAINTENANCE & REPAIRS,23625.00,6/30/2022
COGENT Infotech Corporation,GENERAL EXPENSES,1600.00,7/29/2022
PNC BANK,UTILITIES EXPENSE,245.07,2/15/2022
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,3636.00,9/1/2022
TRADEBE TREATMENT & RECYCLING LLC,MAINTENANCE & REPAIRS,8410.18,2/24/2022
"MESIROW INSURANCE SERVICES, INC.",CONTRACTUAL SERVICES,1480.00,7/22/2022
"CLEVER DEVICES, LTD",MAINTENANCE & REPAIRS,422037.65,8/11/2022
WHEEL RAIL SEMINARS,TRAVEL & MEETING EXPENSE,850.00,3/3/2022
POSTAL PARTNERS,GENERAL EXPENSES,142.62,9/8/2022
"JULIAN, BETLEY & ASSOCIATES",LEGAL COSTS,250.80,4/21/2022
"ICE MILLER, LLP",LEGAL COSTS,13200.00,8/9/2022
ILLINOIS SECRETARY OF STATE,GENERAL EXPENSES,1106.00,4/7/2022
AMERICAN DBE MAGAZINE,ADVERTISING & PROMOTION,1000.00,3/3/2022
"SAFETY KLEEN SYSTEMS, INC.",MAINTENANCE & REPAIRS,7591.63,1/3/2022
"Atalian US Midwest, LLC",MAINTENANCE & REPAIRS,47118.08,3/31/2022
ILLINOIS SECRETARY OF STATE,CONTRACTUAL SERVICES,60.00,8/18/2022
CINTAS CORPORATION,CONTRACTUAL SERVICES,44350.02,9/27/2022
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,2859.30,1/10/2022
"*VEI SOLUTIONS, INC.",MAINTENANCE & REPAIRS,1242.23,3/1/2022
"OCCUPATIONAL HEALTH CENTERS OF THE SOUTHWEST, PA. d/b/a CONCENTRA MEDICAL CENTERS",ADMINISTRATION & HR,59463.00,3/17/2022
CITY OF CHICAGO DEPT.OF REVENUE-RED LIGHT,GENERAL EXPENSES,840.00,6/2/2022
"WISCO, INC.",MAINTENANCE & REPAIRS,817.07,7/28/2022
"SAFETY KLEEN SYSTEMS, INC.",MAINTENANCE & REPAIRS,10957.31,2/15/2022
EVANSTON POLICE DEPARTMENT/CITY OF EVANSTON,PURCHASE OF SECURITY SERVICES,22344.36,8/11/2022
"Atalian US Midwest, LLC",MAINTENANCE & REPAIRS,47118.08,3/3/2022
DOCUMENT LLC,CONTRACTUAL SERVICES,10200.00,4/14/2022
UNITEC PARTS CO.,DIRECT PURCHASES,13469.17,9/22/2022
"*ABC HUMANE WILDLIFE CONTROL & PREVENTION, INC.",MAINTENANCE & REPAIRS,77532.00,5/24/2022
"*ANDERSON & SHAH ROOFING, INC.",MAINTENANCE & REPAIRS,40728.00,1/3/2022
US BANK,FINANCIAL & TREAS SVCS,5000.00,3/10/2022
TAB SERVICE COMPANY,GENERAL EXPENSES,2716.17,3/3/2022
TAB SERVICE COMPANY,GENERAL EXPENSES,2566.19,9/1/2022
"AMERICAN BUILDING SERVICES, LLC (M-D BUILDING MATERIALS)",DIRECT PURCHASES,764.40,3/1/2022
G & O THERMAL SUPPLY COMPANY,DIRECT PURCHASES,3502.18,4/14/2022
"JONES ENVIRONMENTAL CONTROL, INC.",MAINTENANCE & REPAIRS,10824.50,5/12/2022
FOX VALLEY FIRE & SAFETY COMPANY,MAINTENANCE & REPAIRS,460.00,2/17/2022
CITY OF CHICAGO-DEPT OF FLEET AND FACILITY  MGMT,DIRECT PURCHASES,16197.10,3/24/2022
CHARLES EQUIPMENT ENERGY SYSTEMS LLC,MAINTENANCE & REPAIRS,4084.16,8/2/2022
CAMERON MALONEY,LEGAL COSTS,40.00,8/11/2022
TRADEBE TREATMENT & RECYCLING LLC,MAINTENANCE & REPAIRS,3085.90,6/9/2022
"LAW BULLETIN PUBLISHING CO, INC.",FINANCIAL & TREAS SVCS,10025.00,7/6/2022
AVONDALE INVESTORS LLC,FACILITY RENTAL,25500.00,1/18/2022
PITNEY BOWES GLOBAL MAILING SYSTEMS,CONTRACTUAL SERVICES,1962.39,3/24/2022
"COMET MESSENGER SERVICE, INC.",GENERAL EXPENSES,68.07,6/30/2022
JOHNSON CONTROLS FIRE PROTECTION LP,MAINTENANCE & REPAIRS,4278.18,3/3/2022
DAVID WISE,CONTRACTUAL SERVICES,13440.00,6/30/2022
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,1099.40,5/26/2022
CITY OF CHICAGO-DEPT OF WATER,UTILITIES EXPENSE,4962.39,4/26/2022
BLAZEN ILLUMINATIONS LLC,CONTRACTUAL SERVICES,500.00,4/21/2022
LEXIS NEXIS CO.,CONTRACTUAL SERVICES,6000.00,8/25/2022
"TEXTMARKS, INC.",CONTRACTUAL SERVICES,16268.06,9/6/2022
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,3915.00,7/21/2022
XEROX CORPORATION /XEROX CTR,MAINTENANCE & REPAIRS,2924.47,3/17/2022
AURIGA CORPORATION,GENERAL EXPENSES,28116.49,5/19/2022
"GENFARE, A DIVISION OF SPX CORPORATION",MAINTENANCE & REPAIRS,6791.67,1/19/2022
"COMET MESSENGER SERVICE, INC.",CONTRACTUAL SERVICES,150.18,9/15/2022
EVANSTON POLICE DEPARTMENT/CITY OF EVANSTON,PURCHASE OF SECURITY SERVICES,22750.16,5/19/2022
WTS GREATER CHICAGO AREA CHAPTER,GENERAL EXPENSES,1000.00,3/3/2022
ILLINOIS SECRETARY OF STATE,GENERAL EXPENSES,50.00,7/14/2022
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,103676.87,2/8/2022
"*MULTILINGUAL CONNECTIONS, LLC",ADVERTISING & PROMOTION,1623.72,2/22/2022
"THE MCS GROUP, INC.",ADMINISTRATION & HR,761.53,3/17/2022
"WISCO, INC.",DIRECT PURCHASES,584.43,6/2/2022
CHICAGO POLICE DEPARTMENT,PURCHASE OF SECURITY SERVICES,435031.75,9/6/2022
COMPUTER AID INC,TECHNOLOGY SERVICES,21571.17,8/4/2022
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,27961.57,2/1/2022
CITY OF CHICAGO DEPT.OF REVENUE-RED LIGHT,GENERAL EXPENSES,440.00,7/14/2022
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,804.40,1/5/2022
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,3114.47,3/24/2022
PACE SUBURBAN BUS SERVICE,DIRECT PURCHASES,15988.00,7/29/2022
GENUINE PARTS COMPANY (NAPA),CONTRACTUAL SERVICES,3196.99,3/1/2022
"OER SERVICES, LLC",CONTRACTUAL SERVICES,3768.00,3/31/2022
LORCHEM TECHNOLOGIES INC,MAINTENANCE & REPAIRS,457.72,8/23/2022
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,6105.04,2/24/2022
CITY OF CHICAGO-DEPT OF WATER,UTILITIES EXPENSE,14931.62,2/22/2022
*SOUTH SUBURBAN PEST CONTROL,MAINTENANCE & REPAIRS,5444.20,8/11/2022
PACE SUBURBAN BUS SERVICE,DIRECT PURCHASES,5090.00,9/1/2022
HOLLAND & KNIGHT LLP,LEGAL COSTS,3245.00,9/15/2022
"IMPERIAL CRANE SERVICES, INC.",MAINTENANCE & REPAIRS,7150.00,7/26/2022
"RADICOM, INC.",MAINTENANCE & REPAIRS,11250.00,3/8/2022
ILLINOIS ENVIRONMENTAL PROTECTION AGENCY,CONTRACTUAL SERVICES,470.00,3/3/2022
POSTAL PARTNERS,GENERAL EXPENSES,594.76,3/10/2022
"DATA WEIGHING SYSTEMS, INC.",MAINTENANCE & REPAIRS,340.00,5/3/2022
"ARAMARK UNIFORM SERVICES, INC.",GENERAL EXPENSES,9.08,5/5/2022
*MOBILE HEALTH & TESTING SERVICES,ADMINISTRATION & HR,57898.54,8/25/2022
CITY OF CHICAGO DEPT.OF REVENUE-RED LIGHT,GENERAL EXPENSES,470.00,9/1/2022
"WEST PUBLISHING CORPORATION d/b/a THOMSON WEST, WEST GROUP OR WEST",FINANCIAL & TREAS SVCS,8559.24,8/25/2022
JOHNSON PIPE & SUPPLY CO.,DIRECT PURCHASES,385.00,2/10/2022
"SAFETY KLEEN SYSTEMS, INC.",MAINTENANCE & REPAIRS,4622.68,1/18/2022
"OCCUPATIONAL HEALTH CENTERS OF THE SOUTHWEST, PA. d/b/a CONCENTRA MEDICAL CENTERS",ADMINISTRATION & HR,1800.00,4/28/2022
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,63439.50,8/2/2022
GENUINE PARTS COMPANY (NAPA),CONTRACTUAL SERVICES,7900.75,9/27/2022
PNC BANK,MAINTENANCE & REPAIRS,49.02,6/15/2022
"WBDC, WOMEN'S BUSINESS DEVELOPMENT CENTER",GENERAL EXPENSES,2500.00,3/15/2022
METROPOLITAN WATER RECLAMATION..,UTILITIES EXPENSE,7948.61,8/4/2022
ILLINOIS SECRETARY OF STATE,GENERAL EXPENSES,50.00,3/24/2022
ILLINOIS SECRETARY OF STATE,CONTRACTUAL SERVICES,50.00,9/29/2022
CDW GOVERNMENT LLC,DIRECT PURCHASES,120.00,5/17/2022
LORCHEM TECHNOLOGIES INC,MAINTENANCE & REPAIRS,862.64,6/7/2022
MURNANE PAPER CO.,MAINTENANCE & REPAIRS,1716.00,6/30/2022
PITNEY BOWES GLOBAL MAILING SYSTEMS,MAINTENANCE & REPAIRS,264.60,7/7/2022
"THOMPSON COBURN, LLC",LEGAL COSTS,1416.00,8/16/2022
"*ANCHOR STAFFING, INC.",GENERAL EXPENSES,1677.23,4/7/2022
MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CONTRACTUAL SERVICES,46200.11,1/27/2022
"CUBIC TRANSPORTATION SYSTEMS, INC.",CONTRACTUAL SERVICES,15584.40,2/15/2022
MOORE-ADDISON CO.,EQUIPMENT RENTAL,4400.00,3/10/2022
"JONES LANG LaSALLE, INCORPORATED",MAINTENANCE & REPAIRS,7490.70,3/3/2022
"ZIPCAR, INC.",EQUIPMENT RENTAL,584.68,7/28/2022
ANDERSON ELEVATOR CO.,MAINTENANCE & REPAIRS,411985.41,3/3/2022
"HINES INDUSTRIES, INC.",DIRECT PURCHASES,2300.00,7/7/2022
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,513.55,2/22/2022
"PREMIER FALL PROTECTION, INC.",DIRECT PURCHASES,2998.00,6/9/2022
HAPPY HANDS CLEANING SERVICE LLC,MAINTENANCE & REPAIRS,1666.67,9/29/2022
RAMSEN YOUKHANA,LEGAL COSTS,75.00,5/12/2022
KONE SPARES,DIRECT PURCHASES,2678.64,8/25/2022
CITY OF CHICAGO-DEPT OF WATER,UTILITIES EXPENSE,955.90,6/28/2022
COMPUTER AID INC,TECHNOLOGY SERVICES,18480.00,1/19/2022
JASCULCA TERMAN STRATEGIC COMMUNICATIONS,CONTRACTUAL SERVICES,262.50,6/9/2022
COOK COUNTY SHERIFF DEPARTMENT,LEGAL COSTS,80.00,3/10/2022
KONE SPARES,DIRECT PURCHASES,5443.20,8/4/2022
"HERITAGE-CRYSTAL CLEAN, LLC",MAINTENANCE & REPAIRS,3200.00,1/25/2022
*WAN Tech Inc,CONTRACTUAL SERVICES,339.08,5/12/2022
"MESIROW FINANCIAL, INC.",CONTRACTUAL SERVICES,167500.00,9/13/2022
Whelan Security of IL dba GardaWorld,PURCHASE OF SECURITY SERVICES,649012.66,3/17/2022
"Atalian US Midwest, LLC",MAINTENANCE & REPAIRS,47118.08,4/28/2022
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,47717.06,6/30/2022
COOK COUNTY SHERIFF DEPARTMENT,LEGAL COSTS,40.00,8/18/2022
"HITACHI RAIL STS USA, INC.",DIRECT PURCHASES,378.55,9/15/2022
G & O THERMAL SUPPLY COMPANY,DIRECT PURCHASES,53.78,4/6/2022
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,7410.00,4/14/2022
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,24497.00,5/19/2022
*CityEscape Garden & Design,MAINTENANCE & REPAIRS,10001.50,6/30/2022
"WISCO, INC.",DIRECT PURCHASES,331.40,8/4/2022
89TH ST PROPERTIES LLC,FACILITY RENTAL,83906.76,8/23/2022
*H and D Landscaping and Tree Removal LLC,CONTRACTUAL SERVICES,5852.16,2/24/2022
